Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	17.564058620	18.484912325	122.8	2594.4	0.921	2471.6	-64.6	
3	Spectrogram 1	1	29.178250136	29.873317595	147.3	1244.0	0.695	1096.7	-62.6	
4	Spectrogram 1	1	34.255671173	34.662971850	65.5	1628.6	0.407	1563.2	-58.1	
5	Spectrogram 1	1	37.542738633	37.888058772	65.5	1023.0	0.345	957.5	-60.0	
6	Spectrogram 1	1	38.744758753	39.160913793	81.8	990.3	0.416	908.4	-56.7	
7	Spectrogram 1	1	40.559749352	41.082156741	40.9	1039.4	0.522	998.5	-58.5	
8	Spectrogram 1	1	43.618931609	44.052795374	81.8	769.3	0.434	687.5	-56.5	
9	Spectrogram 1	1	45.024291989	45.214660784	8.2	401.0	0.190	392.8	-61.3	
10	Spectrogram 1	1	54.485184947	54.733107098	57.3	965.7	0.248	908.4	-55.6	
11	Spectrogram 1	1	54.631281929	54.941184618	130.9	810.2	0.310	679.3	-53.1	
12	Spectrogram 1	1	57.093728902	57.421340316	90.0	810.2	0.328	720.2	-52.3	
13	Spectrogram 1	1	57.815359449	57.917184618	32.7	859.3	0.102	826.6	-47.7	
14	Spectrogram 1	1	59.765418165	60.159437298	106.4	523.8	0.394	417.4	-61.9	
15	Spectrogram 1	1	61.199824896	61.549572216	73.7	785.7	0.350	712.0	-55.0	
16	Spectrogram 1	1	61.531863491	61.677960473	81.8	973.9	0.146	892.1	-53.7	
17	Spectrogram 1	1	63.406660126	63.592601739	57.3	1047.6	0.186	990.3	-58.0	
18	Spectrogram 1	1	63.628019189	63.968912147	114.6	892.1	0.341	777.5	-50.1	
19	Spectrogram 1	1	65.424291331	65.760757107	73.7	720.2	0.336	646.5	-54.0	
20	Spectrogram 1	1	66.061805434	66.318581947	57.3	933.0	0.257	875.7	-46.6	
21	Spectrogram 1	1	66.212329597	66.345145035	81.8	540.2	0.133	458.3	-42.8	
22	Spectrogram 1	1	66.389416848	66.615203093	90.0	622.0	0.226	532.0	-43.4	
23	Spectrogram 1	1	66.906233603	67.238272198	90.0	998.5	0.332	908.4	-54.9	
24	Spectrogram 1	1	68.154698721	68.371630603	57.3	883.9	0.217	826.6	-49.0	
25	Spectrogram 1	1	68.345067515	68.606271210	40.9	605.6	0.261	564.7	-47.0	
26	Spectrogram 1	1	70.316252406	70.519902745	16.4	597.4	0.204	581.1	-54.0	
27	Spectrogram 1	1	70.488912476	70.758970533	98.2	777.5	0.270	679.3	-46.6	
28	Spectrogram 1	1	72.100407775	72.370465833	106.4	883.9	0.270	777.5	-53.7	
29	Spectrogram 1	1	72.392601739	72.773339328	155.5	1203.1	0.381	1047.6	-52.5	
30	Spectrogram 1	1	74.164640334	74.487824567	81.8	671.1	0.323	589.3	-49.5	
31	Spectrogram 1	1	76.572796361	76.882699050	65.5	793.9	0.310	728.4	-48.6	
32	Spectrogram 1	1	76.887126231	77.201456101	122.8	883.9	0.314	761.1	-53.2	
33	Spectrogram 1	1	77.161611470	77.338698721	90.0	900.3	0.177	810.2	-48.5	
34	Spectrogram 1	1	79.415980923	79.632912805	40.9	818.4	0.217	777.5	-49.5	
35	Spectrogram 1	1	80.053495026	80.438659796	122.8	1014.8	0.385	892.1	-49.9	
36	Spectrogram 1	1	81.005338999	81.244406787	139.1	834.8	0.239	695.6	-50.0	
37	Spectrogram 1	1	81.697145364	81.878659796	130.9	622.0	0.182	491.0	-48.7	
38	Spectrogram 1	1	81.958349059	82.232834298	57.3	540.2	0.274	482.9	-46.7	
39	Spectrogram 1	1	82.476329268	82.772950413	40.9	662.9	0.297	622.0	-50.0	
40	Spectrogram 1	1	82.764096050	82.981027933	32.7	556.5	0.217	523.8	-46.1	
41	Spectrogram 1	1	84.356485953	84.635398373	73.7	695.6	0.279	622.0	-54.4	
42	Spectrogram 1	1	84.737223542	84.927592337	114.6	867.5	0.190	752.9	-52.8	
43	Spectrogram 1	1	84.936446700	85.140097038	49.1	752.9	0.204	703.8	-52.7	
44	Spectrogram 1	1	86.499241688	86.711746389	114.6	769.3	0.213	654.7	-51.7	
45	Spectrogram 1	1	88.117106769	88.360601739	57.3	605.6	0.243	548.3	-47.9	
46	Spectrogram 1	1	88.763475234	89.064523561	122.8	703.8	0.301	581.1	-44.8	
