Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.543549979	3.139191429	0.0	908.6	0.596	908.6	-44.9	
2	Spectrogram 1	1	0.547346198	1.251651967	15.9	811.4	0.704	795.5	-55.5	
3	Spectrogram 1	1	3.682513023	4.165465551	0.0	908.6	0.483	908.6	-49.6	
4	Spectrogram 1	1	5.509683419	5.823602562	24.7	837.9	0.314	813.2	-51.0	
5	Spectrogram 1	1	9.012218226	9.450900105	68.9	864.4	0.439	795.5	-52.2	
6	Spectrogram 1	1	10.684441352	11.187516902	0.0	749.5	0.503	749.5	-46.2	
7	Spectrogram 1	1	48.027205440	48.300878539	15.9	707.4	0.274	691.5	-48.7	
8	Spectrogram 1	1	50.021703975	50.162565129	141.7	831.2	0.141	689.4	-48.6	
9	Spectrogram 1	1	50.124331388	50.345684629	97.5	954.9	0.221	857.4	-47.5	
10	Spectrogram 1	1	51.766369981	52.011870850	75.4	778.1	0.246	702.7	-52.9	
11	Spectrogram 1	1	32.241778460	32.529537675	57.8	614.6	0.288	556.8	-50.7	
12	Spectrogram 1	1	36.652575073	36.930272776	26.8	636.7	0.278	609.9	-51.8	
13	Spectrogram 1	1	25.698696568	25.835533117	146.1	672.1	0.137	525.9	-49.9	
14	Spectrogram 1	1	22.967218549	23.138264236	208.0	627.9	0.171	419.8	-45.6	
15	Spectrogram 1	1	22.268949686	22.472192208	327.3	817.9	0.203	490.6	-46.2	
18	Spectrogram 1	1	20.082046865	20.355719964	0.0	619.0	0.274	619.0	-45.6	
19	Spectrogram 1	1	17.683649972	17.997569115	40.1	694.1	0.314	654.1	-49.1	
20	Spectrogram 1	1	13.678099243	14.291851413	44.5	1056.5	0.614	1012.0	-48.4	
21	Spectrogram 1	1	68.611455756	69.287589295	75.0	1125.0	0.676	1050.0	-52.0	
