Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	8.403023938	9.306414038	241.0	1800.6	0.903	1559.7	-59.2	
2	Spectrogram 1	1	15.333886508	16.401137341	113.9	1844.4	1.067	1730.5	-51.5	
3	Spectrogram 1	1	38.798122716	39.168965430	57.0	1007.6	0.371	950.7	-59.5	
4	Spectrogram 1	1	39.225023049	39.367323160	122.7	806.1	0.142	683.4	-51.3	
5	Spectrogram 1	1	43.595361313	44.158093571	57.0	1169.7	0.563	1112.8	-60.7	
6	Spectrogram 1	1	50.689464650	51.114208921	48.2	1239.8	0.425	1191.7	-58.0	
7	Spectrogram 1	1	54.360960423	54.785704694	52.6	915.6	0.425	863.1	-56.4	
8	Spectrogram 1	1	54.658497019	55.083241291	87.6	1586.0	0.425	1498.3	-58.9	
9	Spectrogram 1	1	57.291913593	57.680004806	118.3	1182.9	0.388	1064.6	-54.9	
10	Spectrogram 1	1	58.710583449	59.016744294	100.8	906.9	0.306	806.1	-53.3	
11	Spectrogram 1	1	59.128859533	59.378962759	74.5	1213.6	0.250	1139.1	-55.5	
12	Spectrogram 1	1	60.877277331	61.196374550	61.3	885.0	0.319	823.6	-54.8	
13	Spectrogram 1	1	63.353872770	63.679438176	52.6	920.0	0.326	867.5	-57.2	
14	Spectrogram 1	1	66.364028832	66.780148854	149.0	959.5	0.416	810.5	-58.3	
15	Spectrogram 1	1	68.696168098	69.088571435	52.6	819.3	0.392	766.7	-56.2	
16	Spectrogram 1	1	74.995775662	75.332121380	30.7	801.7	0.336	771.1	-54.6	
17	Spectrogram 1	1	75.707276218	76.078118932	21.9	556.4	0.371	534.5	-52.9	
18	Spectrogram 1	1	76.777677220	77.111866875	78.9	858.7	0.334	779.8	-51.2	
19	Spectrogram 1	1	78.047597909	78.334354193	236.6	832.4	0.287	595.8	-50.7	
20	Spectrogram 1	1	78.935746852	79.272092570	52.6	911.3	0.336	858.7	-53.4	
21	Spectrogram 1	1	81.780718154	81.897145518	170.9	893.7	0.116	722.9	-46.7	
22	Spectrogram 1	1	81.828151524	82.112751747	127.1	810.5	0.285	683.4	-49.6	
23	Spectrogram 1	1	82.078254750	82.375791346	188.4	898.1	0.298	709.7	-50.6	
24	Spectrogram 1	1	85.182063982	85.522721824	0.0	753.5	0.341	753.5	-50.6	
25	Spectrogram 1	1	85.378265651	85.636993126	61.3	648.4	0.259	587.1	-47.5	
26	Spectrogram 1	1	87.528984895	87.973133727	122.7	1318.7	0.444	1196.0	-49.9	
27	Spectrogram 1	1	89.630996908	90.178636730	57.0	797.4	0.548	740.4	-60.7	
28	Spectrogram 1	1	92.423390679	92.740331836	201.5	1007.6	0.317	806.1	-56.2	
29	Spectrogram 1	1	93.926849411	94.666378777	131.4	1073.4	0.740	941.9	-47.3	
30	Spectrogram 1	1	95.954902859	96.366710757	74.5	701.0	0.412	626.5	-53.5	
31	Spectrogram 1	1	97.831671157	98.122739566	74.5	836.8	0.291	762.3	-54.6	
32	Spectrogram 1	1	101.927781613	102.343901635	78.9	920.0	0.416	841.2	-53.7	
33	Spectrogram 1	1	104.710537898	105.120189733	83.2	898.1	0.410	814.9	-50.2	
34	Spectrogram 1	1	105.840866819	106.073721546	87.6	1064.6	0.233	977.0	-51.6	
35	Spectrogram 1	1	106.595488621	106.910273715	78.9	819.3	0.315	740.4	-50.5
