Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	15.355482282	16.357364312	142.4	1807.1	1.002	1664.6	-60.4	
2	Spectrogram 1	1	29.187691691	30.483815773	127.7	1978.9	1.296	1851.2	-53.9	
3	Spectrogram 1	1	31.492791468	31.772443005	0.0	682.6	0.280	682.6	-54.1	
4	Spectrogram 1	1	32.587080093	32.966433482	181.7	859.3	0.379	677.6	-63.6	
5	Spectrogram 1	1	33.049113067	33.593825627	58.9	1119.6	0.545	1060.7	-64.9	
6	Spectrogram 1	1	34.107854196	34.470185319	103.1	825.0	0.362	721.8	-59.2	
7	Spectrogram 1	1	37.117999587	37.662264681	65.8	1166.8	0.544	1101.0	-56.7	
8	Spectrogram 1	1	40.917931160	41.150949828	250.0	881.7	0.233	631.7	-60.5	
9	Spectrogram 1	1	43.886208740	44.266512792	206.2	1017.7	0.380	811.5	-63.8	
10	Spectrogram 1	1	47.514673746	47.787261621	166.7	1096.6	0.273	929.9	-56.9	
11	Spectrogram 1	1	48.816061022	49.141407841	219.3	855.4	0.325	636.0	-61.0	
12	Spectrogram 1	1	49.869532209	50.214663632	96.5	877.3	0.345	780.8	-61.6	
13	Spectrogram 1	1	50.878547006	51.067599887	109.7	1017.7	0.189	908.0	-56.1	
14	Spectrogram 1	1	52.159569544	52.377200187	122.8	741.3	0.218	618.5	-48.4	
15	Spectrogram 1	1	52.335432690	52.678365823	92.1	780.8	0.343	688.7	-54.9	
16	Spectrogram 1	1	53.542293525	53.786303639	153.5	789.6	0.244	636.0	-59.9	
17	Spectrogram 1	1	55.346082000	55.750567234	175.5	912.4	0.404	736.9	-61.1	
18	Spectrogram 1	1	56.042939713	56.251777198	79.0	662.4	0.209	583.4	-51.4	
19	Spectrogram 1	1	56.584113092	56.858899257	35.1	1114.2	0.275	1079.1	-52.5	
20	Spectrogram 1	1	57.982225098	58.285589023	79.0	754.5	0.303	675.5	-54.0	
21	Spectrogram 1	1	60.816503427	61.326506549	92.1	947.5	0.510	855.4	-48.3	
22	Spectrogram 1	1	61.106677617	61.282540763	17.5	548.3	0.176	530.8	-48.4	
23	Spectrogram 1	1	62.062933470	62.232201748	109.7	653.6	0.169	543.9	-47.9	
24	Spectrogram 1	1	62.236598326	62.383883710	201.8	754.5	0.147	552.7	-55.8	
25	Spectrogram 1	1	62.482806730	62.709230529	162.3	693.1	0.226	530.8	-52.5	
26	Spectrogram 1	1	62.682851058	62.779575788	149.1	728.2	0.097	579.0	-47.6	
27	Spectrogram 1	1	62.814748417	63.008197877	184.2	715.0	0.193	530.8	-47.2	
28	Spectrogram 1	1	63.805596765	64.091374377	206.2	815.9	0.286	609.7	-47.4	
29	Spectrogram 1	1	63.919907810	64.203487132	39.5	846.6	0.284	807.1	-47.6	
30	Spectrogram 1	1	64.113357270	64.372755409	65.8	618.5	0.259	552.7	-49.2	
31	Spectrogram 1	1	64.504652768	64.724481700	92.1	741.3	0.220	649.2	-47.4	
32	Spectrogram 1	1	64.383746856	64.656334731	157.9	833.4	0.273	675.5	-48.2	
33	Spectrogram 1	1	64.856379059	65.291640344	83.3	855.4	0.435	772.0	-54.3	
34	Spectrogram 1	1	65.949419454	66.303344034	92.1	903.6	0.354	811.5	-58.9	
35	Spectrogram 1	1	66.261576537	66.516578098	83.3	745.7	0.255	662.4	-53.5	
36	Spectrogram 1	1	67.428868164	67.835551688	70.2	864.1	0.407	794.0	-58.4	
37	Spectrogram 1	1	67.881715764	68.143312193	43.9	767.6	0.262	723.8	-46.6	
38	Spectrogram 1	1	67.791585902	68.097148117	118.4	1026.4	0.306	908.0	-47.9	
39	Spectrogram 1	1	68.392636411	68.799319935	83.3	987.0	0.407	903.6	-52.6	
40	Spectrogram 1	1	69.555531460	69.869886832	26.3	653.6	0.314	627.3	-50.5	
41	Spectrogram 1	1	69.984197877	70.333725878	61.4	877.3	0.350	815.9	-52.1	
42	Spectrogram 1	1	70.679774826	70.851241393	52.6	987.0	0.171	934.3	-48.8	
43	Spectrogram 1	1	70.886414022	71.062277168	83.3	451.8	0.176	368.5	-51.6	
44	Spectrogram 1	1	71.042492564	71.220553998	166.7	732.5	0.178	565.9	-50.0	
45	Spectrogram 1	1	71.268916363	71.523917924	228.1	745.7	0.255	517.6	-53.4	
46	Spectrogram 1	1	71.669005019	71.886635661	149.1	706.2	0.218	557.1	-40.4	
47	Spectrogram 1	1	71.789910932	71.985558681	61.4	658.0	0.196	596.6	-44.6	
48	Spectrogram 1	1	71.994351838	72.194396166	258.8	653.6	0.200	394.8	-47.6	
49	Spectrogram 1	1	72.093274857	72.291120896	43.9	482.5	0.198	438.7	-49.0	
50	Spectrogram 1	1	72.346078129	72.583493375	79.0	658.0	0.237	579.0	-41.5	
51	Spectrogram 1	1	72.453794305	72.689011262	43.9	605.3	0.235	561.5	-42.6	
52	Spectrogram 1	1	72.763753099	72.928624798	65.8	618.5	0.165	552.7	-47.0	
53	Spectrogram 1	1	73.091515102	73.350913242	114.0	715.0	0.259	601.0	-47.6	
54	Spectrogram 1	1	73.597121645	73.874106099	140.4	671.1	0.277	530.8	-45.3	
55	Spectrogram 1	1	73.735613872	73.926865043	30.7	596.6	0.191	565.9	-44.3	
56	Spectrogram 1	1	73.885097546	74.067555559	52.6	579.0	0.182	526.4	-48.1	
57	Spectrogram 1	1	74.326953699	74.531394605	122.8	640.4	0.204	517.6	-46.5	
58	Spectrogram 1	1	74.399497246	74.639110782	131.6	649.2	0.240	517.6	-47.5	
59	Spectrogram 1	1	74.707257750	74.909500368	96.5	732.5	0.202	636.0	-42.8	
60	Spectrogram 1	1	74.744628669	74.951267865	61.4	592.2	0.207	530.8	-42.0	
61	Spectrogram 1	1	74.946871286	75.234847187	83.3	649.2	0.288	565.9	-47.0	
62	Spectrogram 1	1	75.715788812	76.038937341	114.0	820.3	0.323	706.2	-44.7	
63	Spectrogram 1	1	75.841091303	76.188421015	83.3	815.9	0.347	732.5	-45.3	
64	Spectrogram 1	1	77.017176087	77.226013572	65.8	780.8	0.209	715.0	-51.1	
65	Spectrogram 1	1	77.223815283	77.500799737	8.8	649.2	0.277	640.4	-50.2	
66	Spectrogram 1	1	77.958043915	78.219640344	118.4	658.0	0.262	539.5	-47.1	
67	Spectrogram 1	1	78.249409340	78.372513542	114.0	601.0	0.123	486.9	-43.0	
68	Spectrogram 1	1	78.376910120	78.563764712	52.6	609.7	0.187	557.1	-44.3	
69	Spectrogram 1	1	78.684670625	78.970448236	26.3	614.1	0.286	587.8	-47.3	
70	Spectrogram 1	1	79.276010451	79.607952138	61.4	631.7	0.332	570.2	-45.6	
71	Spectrogram 1	1	79.678297396	79.911316064	70.2	618.5	0.233	548.3	-47.9	
72	Spectrogram 1	1	80.627958381	80.871968495	109.7	666.8	0.244	557.1	-47.2	
73	Spectrogram 1	1	80.720286532	80.935718885	153.5	579.0	0.215	425.5	-44.5	
74	Spectrogram 1	1	80.814812973	80.984081250	70.2	500.1	0.169	429.9	-46.0	
75	Spectrogram 1	1	81.083438060	81.296672123	87.7	658.0	0.213	570.2	-48.3	
76	Spectrogram 1	1	81.283482388	81.457147244	166.7	679.9	0.174	513.2	-48.4	
77	Spectrogram 1	1	81.389000275	81.589044603	114.0	636.0	0.200	522.0	-48.3	
78	Spectrogram 1	1	81.602234339	81.797882088	65.8	583.4	0.196	517.6	-46.8	
79	Spectrogram 1	1	82.024305887	82.329868103	87.7	649.2	0.306	561.5	-46.8	
80	Spectrogram 1	1	82.186979297	82.380428757	79.0	469.4	0.193	390.4	-45.6	
81	Spectrogram 1	1	82.347454417	82.538705588	109.7	592.2	0.191	482.5	-42.3	
82	Spectrogram 1	1	82.679396104	82.826681488	70.2	565.9	0.147	495.7	-41.6	
83	Spectrogram 1	1	82.723361890	82.886035300	61.4	508.8	0.163	447.4	-41.8	
84	Spectrogram 1	1	83.101467653	83.327891453	105.3	557.1	0.226	451.8	-44.0	
85	Spectrogram 1	1	83.198192383	83.391641843	109.7	508.8	0.193	399.2	-43.0	
86	Spectrogram 1	1	83.319098295	83.519142623	136.0	579.0	0.200	443.0	-46.3	
87	Spectrogram 1	1	83.413624736	83.591686171	162.3	539.5	0.178	377.2	-45.0	
88	Spectrogram 1	1	83.613669064	84.007162852	83.3	732.5	0.393	649.2	-46.6	
89	Spectrogram 1	1	84.363285721	84.508372816	114.0	601.0	0.145	486.9	-44.3	
90	Spectrogram 1	1	84.552338602	84.855702528	39.5	706.2	0.303	666.8	-43.9	
91	Spectrogram 1	1	85.011781070	85.181049347	144.8	798.3	0.169	653.6	-45.1	
92	Spectrogram 1	1	85.108505799	85.363507360	61.4	614.1	0.255	552.7	-43.4	
93	Spectrogram 1	1	85.510792745	85.708638783	87.7	644.8	0.198	557.1	-42.2	
94	Spectrogram 1	1	85.616310632	85.825148117	74.6	609.7	0.209	535.2	-42.0	
95	Spectrogram 1	1	85.798768645	86.005407841	74.6	679.9	0.207	605.3	-42.8	
96	Spectrogram 1	1	85.912773266	86.167774826	127.2	688.7	0.255	561.5	-42.5	
97	Spectrogram 1	1	86.244714952	86.442560991	100.9	601.0	0.198	500.1	-43.8	
98	Spectrogram 1	1	86.433767834	86.611829268	74.6	627.3	0.178	552.7	-44.4	
99	Spectrogram 1	1	86.818468464	87.066875157	48.3	679.9	0.248	631.7	-47.0	
100	Spectrogram 1	1	87.124030679	87.383428819	83.3	653.6	0.259	570.2	-45.0	
101	Spectrogram 1	1	87.207565673	87.422998026	74.6	592.2	0.215	517.6	-43.8	
102	Spectrogram 1	1	87.486748417	87.647223537	39.5	618.5	0.160	579.0	-40.6	
103	Spectrogram 1	1	87.913216544	88.025329299	13.2	596.6	0.112	583.4	-47.1	
104	Spectrogram 1	1	88.047312193	88.238563363	179.8	658.0	0.191	478.1	-48.5	
106	Spectrogram 1	1	88.329304327	88.518357208	127.2	500.1	0.189	372.9	-44.5	
107	Spectrogram 1	1	88.709608378	88.845902316	65.8	627.3	0.136	561.5	-48.1	
108	Spectrogram 1	1	88.874480077	89.028360329	43.9	491.3	0.154	447.4	-41.2	
109	Spectrogram 1	1	88.962411650	89.155861110	61.4	552.7	0.193	491.3	-42.3	
110	Spectrogram 1	1	89.162455978	89.353707148	136.0	640.4	0.191	504.4	-43.3	
111	Spectrogram 1	1	89.358103727	89.577932659	136.0	596.6	0.220	460.6	-47.3	
112	Spectrogram 1	1	89.536165162	89.707631729	144.8	570.2	0.171	425.5	-40.9	
113	Spectrogram 1	1	89.599915552	89.731812911	175.5	500.1	0.132	324.6	-38.7	
114	Spectrogram 1	1	89.635088181	89.892288031	74.6	631.7	0.257	557.1	-41.9	
115	Spectrogram 1	1	90.140694724	90.400092863	105.3	706.2	0.259	601.0	-42.6	
116	Spectrogram 1	1	90.395696285	90.591344034	70.2	592.2	0.196	522.0	-44.5	
117	Spectrogram 1	1	90.551774826	90.732034550	184.2	662.4	0.180	478.1	-45.9	
118	Spectrogram 1	1	90.826560991	90.998027558	39.5	688.7	0.171	649.2	-46.7	
119	Spectrogram 1	1	91.215658200	91.523418705	57.0	736.9	0.308	679.9	-48.6	
120	Spectrogram 1	1	91.442082000	91.659712642	122.8	636.0	0.218	513.2	-46.7	
121	Spectrogram 1	1	91.642126328	91.780618555	65.8	684.3	0.138	618.5	-45.6	
122	Spectrogram 1	1	91.699281850	91.879541574	100.9	583.4	0.180	482.5	-40.9	
123	Spectrogram 1	1	91.987257750	92.189500368	70.2	636.0	0.202	565.9	-47.6	
124	Spectrogram 1	1	92.297216544	92.473079690	83.3	649.2	0.176	565.9	-47.9	
125	Spectrogram 1	1	92.444501928	92.607175338	184.2	767.6	0.163	583.4	-47.3	
126	Spectrogram 1	1	93.066326865	93.382880527	35.1	785.2	0.317	750.1	-48.7	
127	Spectrogram 1	1	93.466415521	93.598312880	114.0	693.1	0.132	579.0	-46.5	
128	Spectrogram 1	1	93.486200125	93.747796554	61.4	662.4	0.262	601.0	-45.0	
129	Spectrogram 1	1	93.668658138	93.813745233	214.9	658.0	0.145	443.0	-42.5	
130	Spectrogram 1	1	93.739003396	93.923659699	157.9	601.0	0.185	443.0	-42.5	
131	Spectrogram 1	1	93.820340101	94.018186140	100.9	605.3	0.198	504.4	-44.3	
132	Spectrogram 1	1	94.567758469	94.785389111	92.1	614.1	0.218	522.0	-47.1	
133	Spectrogram 1	1	94.684267803	94.899700156	79.0	688.7	0.215	609.7	-45.3	
134	Spectrogram 1	1	94.923881338	95.183279478	96.5	627.3	0.259	530.8	-50.2	
135	Spectrogram 1	1	95.275607629	95.471255378	83.3	719.4	0.196	636.0	-47.6	
136	Spectrogram 1	1	95.655911681	95.853757719	131.6	745.7	0.198	614.1	-52.0	
137	Spectrogram 1	1	96.730875157	96.915531460	70.2	666.8	0.185	596.6	-47.7	
138	Spectrogram 1	1	97.500276418	97.737691664	8.8	644.8	0.237	636.0	-49.2	
