Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	28.197228389	30.193697190	98.3	2354.6	1.996	2256.3	-57.2	
2	Spectrogram 1	1	37.610086593	38.230183480	180.2	1425.1	0.620	1244.9	-60.8	
3	Spectrogram 1	1	39.988340537	40.423624234	57.3	1261.3	0.435	1203.9	-59.7	
4	Spectrogram 1	1	43.546256475	43.896428834	102.4	1523.3	0.350	1421.0	-60.6	
5	Spectrogram 1	1	45.399933359	45.891712842	81.9	1265.4	0.492	1183.5	-58.3	
6	Spectrogram 1	1	50.527575623	50.926501638	94.2	1093.4	0.399	999.2	-57.7	
7	Spectrogram 1	1	57.552174654	58.092100380	217.0	1363.6	0.540	1146.6	-58.3	
8	Spectrogram 1	1	58.363782752	58.955293738	237.5	1261.3	0.592	1023.8	-50.6	
9	Spectrogram 1	1	70.925961697	71.856215894	114.7	1818.2	0.930	1703.5	-51.1	
10	Spectrogram 1	1	73.055052073	73.459136613	159.7	1126.1	0.404	966.4	-51.9	
11	Spectrogram 1	1	74.604329396	75.008413936	61.4	945.9	0.404	884.5	-53.0	
