Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.384713540	1.794519728	86.4	1185.2	0.410	1098.8	-62.4	
2	Spectrogram 1	1	8.858543250	9.199329449	86.4	814.8	0.341	728.4	-56.6	
3	Spectrogram 1	1	16.441015874	17.234745754	98.8	1728.4	0.794	1629.6	-55.2	
4	Spectrogram 1	1	18.986127988	19.672014134	160.5	1530.9	0.686	1370.4	-60.6	
5	Spectrogram 1	1	29.998712568	30.322243769	98.8	950.6	0.324	851.9	-67.0	
6	Spectrogram 1	1	33.548928279	33.868145731	98.8	950.6	0.319	851.9	-69.5	
7	Spectrogram 1	1	34.872768063	35.261005504	61.7	1024.7	0.388	963.0	-64.6	
8	Spectrogram 1	1	37.965063422	38.508595839	123.5	1209.9	0.544	1086.4	-64.3	
9	Spectrogram 1	1	40.910736702	41.600936597	113.5	1396.8	0.690	1283.3	-59.6	
10	Spectrogram 1	1	43.317808837	43.964871238	52.4	1641.2	0.647	1588.8	-61.1	
11	Spectrogram 1	1	44.379354488	45.039358138	270.6	1265.8	0.660	995.2	-56.5	
12	Spectrogram 1	1	45.741037180	45.965352145	43.6	715.8	0.224	672.2	-59.8	
13	Spectrogram 1	1	45.822998417	46.245745853	139.7	750.8	0.423	611.1	-59.6	
14	Spectrogram 1	1	49.131644165	49.442234118	61.1	1073.8	0.311	1012.6	-62.8	
15	Spectrogram 1	1	49.791647815	50.050472776	69.8	995.2	0.259	925.3	-58.8	
16	Spectrogram 1	1	51.759035431	52.211979112	61.1	794.4	0.453	733.3	-57.1	
17	Spectrogram 1	1	52.052370386	52.358646590	34.9	942.8	0.306	907.9	-58.0	
18	Spectrogram 1	1	54.048265092	54.527091269	113.5	419.0	0.479	305.5	-64.2	
19	Spectrogram 1	1	54.492581274	54.932583707	0.0	794.4	0.440	794.4	-63.2	
20	Spectrogram 1	1	55.234546162	55.415723634	96.0	628.5	0.181	532.5	-62.9	
21	Spectrogram 1	1	55.510626120	55.786706078	0.0	1030.1	0.276	1030.1	-55.4	
22	Spectrogram 1	1	56.571808459	57.089458380	0.0	838.1	0.518	838.1	-63.0	
23	Spectrogram 1	1	57.369852088	57.572598307	0.0	715.8	0.203	715.8	-61.7	
24	Spectrogram 1	1	58.500372330	58.720373547	61.1	707.1	0.220	646.0	-65.6	
25	Spectrogram 1	1	59.798810884	59.962733359	34.9	628.5	0.164	593.6	-66.2	
26	Spectrogram 1	1	60.264695813	60.596854513	183.3	733.3	0.332	550.0	-51.2	
28	Spectrogram 1	1	60.540775771	60.743521990	209.5	584.9	0.203	375.4	-53.6	
29	Spectrogram 1	1	60.372539547	60.579599515	43.6	515.1	0.207	471.4	-48.9	
30	Spectrogram 1	1	60.963523207	61.248230664	139.7	672.2	0.285	532.5	-52.0	
31	Spectrogram 1	1	61.136073181	61.386270643	52.4	689.6	0.250	637.3	-54.7	
32	Spectrogram 1	1	61.662350601	61.925489311	130.9	698.4	0.263	567.4	-58.0	
33	Spectrogram 1	1	61.869864741	62.253788433	139.7	759.5	0.384	619.8	-57.2	
34	Spectrogram 1	1	62.590260882	62.814575848	78.6	759.5	0.224	680.9	-56.2	
35	Spectrogram 1	1	62.801634600	63.332225769	104.8	794.4	0.531	689.6	-58.9	
36	Spectrogram 1	1	63.629874474	64.000856918	61.1	759.5	0.371	698.4	-55.1	
37	Spectrogram 1	1	64.656546819	64.997333017	61.1	803.1	0.341	742.0	-52.4	
38	Spectrogram 1	1	64.747135555	64.971450521	139.7	453.9	0.224	314.3	-47.7	
39	Spectrogram 1	1	65.540865435	65.709101659	87.3	611.1	0.168	523.8	-61.6	
40	Spectrogram 1	1	65.898906630	66.084397852	69.8	619.8	0.185	550.0	-51.8	
41	Spectrogram 1	1	65.911847878	66.248320327	104.8	654.7	0.336	550.0	-53.3	
42	Spectrogram 1	1	66.627930270	66.908323977	52.4	794.4	0.280	742.0	-52.2	
43	Spectrogram 1	1	66.705187352	67.106366041	104.8	663.5	0.401	558.7	-50.2	
44	Spectrogram 1	1	66.882051075	67.175386030	148.4	584.9	0.293	436.5	-50.4	
45	Spectrogram 1	1	67.550682223	67.934605915	139.7	742.0	0.384	602.4	-52.5	
46	Spectrogram 1	1	67.667153456	67.994998406	87.3	628.5	0.328	541.2	-52.0	
47	Spectrogram 1	1	67.947547163	68.171862129	130.9	672.2	0.224	541.2	-51.9	
48	Spectrogram 1	1	68.176175879	68.547158322	209.5	794.4	0.371	584.9	-55.8	
49	Spectrogram 1	1	68.542844573	68.883630771	52.4	707.1	0.341	654.7	-54.6	
50	Spectrogram 1	1	68.762845790	69.060494495	69.8	672.2	0.298	602.4	-54.9	
51	Spectrogram 1	1	69.940499361	70.259716813	113.5	637.3	0.319	523.8	-55.6	
52	Spectrogram 1	1	70.735346334	71.196917514	87.3	698.4	0.462	611.1	-58.9	
53	Spectrogram 1	1	72.193393613	72.534179812	130.9	776.9	0.341	646.0	-54.6	
54	Spectrogram 1	1	72.892221007	73.047515984	192.1	602.4	0.155	410.3	-44.9	
