Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.940538494	2.526590846	131.6	1662.0	0.586	1530.5	-55.5	
2	Spectrogram 1	1	32.962398109	33.222595627	110.8	803.3	0.260	692.5	-56.1	
3	Spectrogram 1	1	34.530878471	34.927254128	131.6	1308.9	0.396	1177.3	-54.0	
4	Spectrogram 1	1	37.980915189	38.581558056	159.3	1170.4	0.601	1011.1	-45.6	
5	Spectrogram 1	1	41.560066987	41.837286772	48.5	1080.3	0.277	1031.9	-49.7	
6	Spectrogram 1	1	41.727857910	41.895648832	55.4	470.9	0.168	415.5	-47.2	
7	Spectrogram 1	1	45.606503145	46.219304775	34.6	1779.8	0.613	1745.2	-40.1	
8	Spectrogram 1	1	55.603358502	55.853829009	117.7	865.7	0.250	747.9	-43.3	
9	Spectrogram 1	1	64.226031395	64.352482525	55.4	644.0	0.126	588.6	-43.8	
10	Spectrogram 1	1	70.471078152	70.658323094	34.6	429.4	0.187	394.7	-48.1	
11	Spectrogram 1	1	73.425731579	73.600817759	62.3	526.3	0.175	464.0	-49.1	
12	Spectrogram 1	1	79.700727337	79.994969389	48.5	408.6	0.294	360.1	-47.6	
13	Spectrogram 1	1	84.745820334	85.057084654	68.6	499.5	0.311	430.9	-48.2	
14	Spectrogram 1	1	94.664510127	95.257857737	19.6	470.1	0.593	450.5	-43.5	
15	Spectrogram 1	1	96.040882041	96.252444509	53.9	587.6	0.212	533.8	-45.5	
16	Spectrogram 1	1	101.864036230	102.289592917	58.8	724.7	0.426	666.0	-48.3	
