Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.320007300	1.609028506	49.4	691.4	0.289	642.0	-51.5	
2	Spectrogram 1	1	3.101585780	3.360410740	123.5	703.7	0.259	580.2	-61.2	
3	Spectrogram 1	1	6.868042826	7.066475296	74.1	604.9	0.198	530.9	-63.2	
4	Spectrogram 1	1	8.196677625	8.666876304	24.7	901.2	0.470	876.5	-50.9	
5	Spectrogram 1	1	13.306531182	13.517904900	12.3	604.9	0.211	592.6	-47.3	
6	Spectrogram 1	1	15.187325897	15.644583328	0.0	555.6	0.457	555.6	-49.7	
7	Spectrogram 1	1	21.384095837	21.621352051	74.1	555.6	0.237	481.5	-48.7	
8	Spectrogram 1	1	27.356550773	27.731846966	222.2	555.6	0.375	333.3	-59.3	
9	Spectrogram 1	1	26.825959603	27.067529567	74.1	567.9	0.242	493.8	-59.2	
10	Spectrogram 1	1	31.472194055	31.726705266	123.5	642.0	0.255	518.5	-50.7	
11	Spectrogram 1	1	36.924604765	37.179115977	0.0	555.6	0.255	555.6	-63.9	
12	Spectrogram 1	1	49.850279344	50.186751793	0.0	839.5	0.336	839.5	-55.4	
13	Spectrogram 1	1	51.480876597	51.795780299	98.8	814.8	0.315	716.0	-69.3	
14	Spectrogram 1	1	41.147468431	41.423548390	0.0	802.5	0.276	802.5	-62.4	
15	Spectrogram 1	1	41.626294609	41.936884562	61.7	777.8	0.311	716.0	-54.1	
17	Spectrogram 1	1	57.653633976	58.119518905	61.7	851.9	0.466	790.1	-56.5	
18	Spectrogram 1	1	63.935333334	64.189844546	123.5	1123.5	0.255	1000.0	-53.9	
19	Spectrogram 1	1	64.720435715	65.298478128	160.5	1963.0	0.578	1802.5	-51.3	
20	Spectrogram 1	1	72.102289536	72.939156909	234.6	2160.5	0.837	1925.9	-61.3	
