Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.201285734	1.556321599	53.8	712.4	0.355	658.6	-52.3	
2	Spectrogram 1	1	4.474424598	4.917003552	53.8	1290.3	0.443	1236.6	-60.0	
3	Spectrogram 1	1	9.196887950	9.522742785	10.8	1082.3	0.326	1071.4	-53.3	
4	Spectrogram 1	1	10.740836601	10.979148346	117.3	887.8	0.238	770.5	-53.8	
5	Spectrogram 1	1	12.593832005	12.802962720	159.1	946.4	0.209	787.3	-54.2	
6	Spectrogram 1	1	14.101518554	14.286331744	117.3	837.5	0.185	720.3	-55.4	
7	Spectrogram 1	1	14.485735449	15.414664903	92.1	1222.8	0.929	1130.7	-51.0	
8	Spectrogram 1	1	22.422309420	23.166425685	142.4	745.4	0.744	603.0	-58.6	
9	Spectrogram 1	1	27.742983888	28.282832942	75.4	1298.2	0.540	1222.8	-46.3	
10	Spectrogram 1	1	35.632968734	36.182544799	33.5	1298.2	0.550	1264.7	-57.0	
11	Spectrogram 1	1	46.377434112	47.014553266	67.0	1340.0	0.637	1273.0	-54.7	
