Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	40.160036697	40.461574007	58.0	746.4	0.302	688.4	-61.4	
2	Spectrogram 1	1	41.657996237	42.511541364	144.9	2304.3	0.854	2159.4	-55.5	
3	Spectrogram 1	1	50.980007805	51.755736852	123.2	2601.4	0.776	2478.3	-55.3	
4	Spectrogram 1	1	54.866749263	55.207194613	94.2	1152.2	0.340	1058.0	-58.6	
5	Spectrogram 1	1	56.681713060	57.369899017	173.9	1985.5	0.688	1811.6	-52.4	
6	Spectrogram 1	1	61.082702271	61.442601641	87.0	1210.1	0.360	1123.2	-59.8	
7	Spectrogram 1	1	61.401261848	61.603097306	115.9	949.3	0.202	833.3	-51.9	
8	Spectrogram 1	1	65.088433726	65.302427946	58.0	1420.3	0.214	1362.3	-60.5	
9	Spectrogram 1	1	72.944385085	73.233763632	123.2	1347.8	0.289	1224.6	-55.0	
10	Spectrogram 1	1	74.216191642	74.619862557	101.4	869.6	0.404	768.1	-51.0	
11	Spectrogram 1	1	77.724592009	78.062605606	36.2	1500.0	0.338	1463.8	-56.4	
12	Spectrogram 1	1	78.580568889	78.923445991	58.0	1297.1	0.343	1239.1	-51.4	
13	Spectrogram 1	1	79.324685153	79.609200196	29.0	1137.7	0.285	1108.7	-52.4	
14	Spectrogram 1	1	82.026801194	82.304020978	79.7	1188.4	0.277	1108.7	-57.1	
15	Spectrogram 1	1	82.732009418	83.094340541	50.7	826.1	0.362	775.4	-52.6	
16	Spectrogram 1	1	83.364265068	83.658507120	43.5	884.1	0.294	840.6	-49.7	
17	Spectrogram 1	1	83.969771440	84.166743393	79.7	797.1	0.197	717.4	-48.0	
18	Spectrogram 1	1	84.711455952	85.068923570	87.0	572.5	0.357	485.5	-44.1	
19	Spectrogram 1	1	86.647992306	86.847396011	29.0	608.7	0.199	579.7	-55.1	
20	Spectrogram 1	1	93.477910112	93.879149274	87.0	1173.9	0.401	1087.0	-53.7	
21	Spectrogram 1	1	94.705945124	95.364950051	94.2	1014.5	0.659	920.3	-47.8	
22	Spectrogram 1	1	101.116166915	101.733832050	65.2	1340.6	0.618	1275.4	-58.9	
23	Spectrogram 1	1	102.823257169	103.501716116	123.2	2072.5	0.678	1949.3	-60.4	
