Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	16.920661574	17.580665224	172.8	1716.0	0.660	1543.2	-64.5	
2	Spectrogram 1	1	35.550856450	36.353213828	61.7	1395.1	0.802	1333.3	-58.5	
3	Spectrogram 1	1	38.995342683	39.137696412	24.7	530.9	0.142	506.2	-62.5	
4	Spectrogram 1	1	40.134172511	40.349859978	86.4	481.5	0.216	395.1	-59.4	
5	Spectrogram 1	1	40.306722485	40.832999905	86.4	1123.5	0.526	1037.0	-56.1	
6	Spectrogram 1	1	43.202174025	43.819040182	12.3	1407.4	0.617	1395.1	-58.0	
7	Spectrogram 1	1	49.535868941	49.993126371	123.5	1037.0	0.457	913.6	-57.8	
8	Spectrogram 1	1	51.869607337	52.124118548	61.7	876.5	0.255	814.8	-52.6	
9	Spectrogram 1	1	50.998229969	51.282937426	135.8	1123.5	0.285	987.7	-57.5	
10	Spectrogram 1	1	52.404512256	53.241379629	160.5	1567.9	0.837	1407.4	-52.0	
11	Spectrogram 1	1	58.464426615	58.598152844	98.8	814.8	0.134	716.0	-50.1	
12	Spectrogram 1	1	58.322072886	58.434230369	24.7	370.4	0.112	345.7	-59.8	
13	Spectrogram 1	1	62.342487277	62.955039684	12.3	740.7	0.613	728.4	-58.4	
14	Spectrogram 1	1	65.176813141	65.336421867	148.1	765.4	0.160	617.3	-53.2	
15	Spectrogram 1	1	65.672894316	65.897209282	123.5	975.3	0.224	851.9	-55.6	
16	Spectrogram 1	1	68.377615156	68.567420127	24.7	518.5	0.190	493.8	-62.7	
17	Spectrogram 1	1	73.160382053	73.613325734	123.5	1456.8	0.453	1333.3	-59.8	
18	Spectrogram 1	1	74.972156778	75.218040491	86.4	1209.9	0.246	1123.5	-54.8	
19	Spectrogram 1	1	75.354799307	76.101077944	111.1	1370.4	0.746	1259.3	-54.9	
20	Spectrogram 1	1	77.572066471	77.891283923	24.7	753.1	0.319	728.4	-48.7	
21	Spectrogram 1	1	77.936959052	78.208434098	130.9	742.0	0.271	611.1	-46.3	
22	Spectrogram 1	1	78.425004078	78.650724903	200.8	986.5	0.226	785.7	-47.8	
23	Spectrogram 1	1	78.171830721	78.400601827	78.6	532.5	0.229	453.9	-44.3	
24	Spectrogram 1	1	83.283892610	83.698730882	104.8	1230.9	0.415	1126.1	-60.8	
25	Spectrogram 1	1	84.028161275	84.272183788	26.2	977.7	0.244	951.5	-52.8	
26	Spectrogram 1	1	85.474387258	85.895326094	113.5	1030.1	0.421	916.6	-53.7	
27	Spectrogram 1	1	86.459628155	86.853114458	87.3	942.8	0.393	855.5	-49.3	
28	Spectrogram 1	1	89.494278301	89.924367981	61.1	890.4	0.430	829.3	-51.3	
29	Spectrogram 1	1	92.714052996	93.077036485	92.6	1296.3	0.363	1203.7	-58.6	
30	Spectrogram 1	1	93.455271380	93.827405713	80.2	1185.2	0.372	1104.9	-49.2	
31	Spectrogram 1	1	94.543894439	95.300364230	160.5	1117.3	0.756	956.8	-52.9	
32	Spectrogram 1	1	95.465079427	95.876867418	129.6	1067.9	0.412	938.3	-52.6	
33	Spectrogram 1	1	96.215448655	96.325258786	117.3	1030.9	0.110	913.6	-50.1	
34	Spectrogram 1	1	97.507275396	97.702493407	86.4	851.9	0.195	765.4	-52.5	
35	Spectrogram 1	1	99.486803122	99.797931827	55.6	895.1	0.311	839.5	-52.6	
36	Spectrogram 1	1	100.017164492	100.279876290	166.7	882.7	0.263	716.0	-51.0	
37	Spectrogram 1	1	101.228513810	101.588447017	55.6	839.5	0.360	784.0	-49.0	
38	Spectrogram 1	1	103.387843098	103.567809702	18.5	753.1	0.180	734.6	-44.3	
39	Spectrogram 1	1	105.936333389	106.159003932	117.3	598.8	0.223	481.5	-56.1	
40	Spectrogram 1	1	106.619596426	106.964278226	98.8	839.5	0.345	740.7	-55.8	
41	Spectrogram 1	1	111.372445169	111.573763742	86.4	1030.9	0.201	944.4	-55.0	
42	Spectrogram 1	1	124.350148152	124.597220947	191.4	765.4	0.247	574.1	-70.3	
