Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.727094080	37.313763991	236.9	1471.3	0.587	1234.4	-51.3	
2	Spectrogram 1	1	45.930858284	46.086153261	74.8	536.2	0.155	461.3	-63.6	
3	Spectrogram 1	1	57.047537027	57.263224495	112.2	660.8	0.216	548.6	-61.8	
4	Spectrogram 1	1	61.357444346	61.758623035	74.8	748.1	0.401	673.3	-54.8	
5	Spectrogram 1	1	61.081364388	61.253914362	62.3	523.7	0.173	461.3	-62.7	
6	Spectrogram 1	1	71.705243174	71.925244390	99.8	598.5	0.220	498.8	-46.7	
7	Spectrogram 1	1	72.253089341	72.477404307	149.6	635.9	0.224	486.3	-46.8	
8	Spectrogram 1	1	87.614266804	87.743679285	99.8	548.6	0.129	448.9	-51.8	
9	Spectrogram 1	1	89.201726564	89.391531535	99.8	660.8	0.190	561.1	-56.7	
10	Spectrogram 1	1	97.240872789	97.469501504	99.8	635.9	0.229	536.2	-60.2	
11	Spectrogram 1	1	100.898932234	101.084423456	87.3	611.0	0.185	523.7	-62.6	
12	Spectrogram 1	1	104.316034923	104.734468610	162.1	685.8	0.418	523.7	-58.3	
13	Spectrogram 1	1	106.123495899	106.291732124	87.3	635.9	0.168	548.6	-58.9	
14	Spectrogram 1	1	109.904641283	110.059936259	87.3	598.5	0.155	511.2	-58.5	
