Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	10.521268132	11.258919271	0.0	1888.9	0.738	1888.9	-63.9	
2	Spectrogram 1	1	13.838541379	14.446780037	172.8	1864.2	0.608	1691.4	-59.1	
3	Spectrogram 1	1	28.254973818	28.470661285	98.8	703.7	0.216	604.9	-71.4	
4	Spectrogram 1	1	31.533423321	32.288329456	123.5	1839.5	0.755	1716.0	-54.1	
5	Spectrogram 1	1	38.136870352	38.369812817	49.4	679.0	0.233	629.6	-36.2	
6	Spectrogram 1	1	38.615696530	38.792560253	74.1	740.7	0.177	666.7	-36.4	
7	Spectrogram 1	1	60.435829139	60.707595348	358.0	864.2	0.272	506.2	-62.4	
8	Spectrogram 1	1	59.327195557	59.607589265	308.6	567.9	0.280	259.3	-61.5	
9	Spectrogram 1	1	35.521662994	35.823625448	74.1	888.9	0.302	814.8	-67.6	
10	Spectrogram 1	1	57.333966176	57.627301132	98.8	555.6	0.293	456.8	-49.1	
11	Spectrogram 1	1	61.028686126	61.330648580	172.8	1049.4	0.302	876.5	-44.6	
12	Spectrogram 1	1	68.987171341	69.146780067	74.1	419.8	0.160	345.7	-25.8	
13	Spectrogram 1	1	90.312726441	90.545668905	148.1	642.0	0.233	493.8	-50.9	
14	Spectrogram 1	1	94.127571861	94.278553088	111.1	555.6	0.151	444.4	-53.6	
15	Spectrogram 1	1	95.749541615	95.922091588	24.7	543.2	0.173	518.5	-55.5	
16	Spectrogram 1	1	94.511495552	94.645221782	123.5	481.5	0.134	358.0	-52.9	
17	Spectrogram 1	1	99.292343643	99.538227355	111.1	506.2	0.246	395.1	-47.1	
18	Spectrogram 1	1	99.594306097	99.732346076	123.5	444.4	0.138	321.0	-40.2	
19	Spectrogram 1	1	100.276861333	100.419215061	172.8	604.9	0.142	432.1	-52.5	
20	Spectrogram 1	1	104.540857573	104.773800038	135.8	765.4	0.233	629.6	-48.3	
21	Spectrogram 1	1	104.005952654	104.131051385	74.1	469.1	0.125	395.1	-50.6	
22	Spectrogram 1	1	126.442291972	127.141119366	111.1	1271.6	0.699	1160.5	-50.2	
23	Spectrogram 1	1	55.326672357	56.085850918	123.5	469.1	0.759	345.7	-36.2	
24	Spectrogram 1	1	99.140222968	99.292728737	113.5	506.3	0.153	392.8	-54.4	
