Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	15.341570885	15.961964965	174.2	1924.5	0.620	1750.4	-57.8	
2	Spectrogram 1	1	16.991555142	18.157544017	148.0	2098.7	1.166	1950.6	-52.4	
3	Spectrogram 1	1	37.309956989	37.774152560	78.4	1149.5	0.464	1071.1	-52.8	
4	Spectrogram 1	1	41.655754911	42.229949432	78.4	1968.1	0.574	1889.7	-55.8	
5	Spectrogram 1	1	43.786548320	44.321143219	78.4	1471.7	0.535	1393.3	-57.5	
6	Spectrogram 1	1	50.033352224	50.486547900	17.4	1027.6	0.453	1010.2	-58.0	
7	Spectrogram 1	1	51.205941036	51.659136712	61.0	1254.0	0.453	1193.0	-58.6	
8	Spectrogram 1	1	52.565956149	53.078551258	87.1	1881.0	0.513	1793.9	-56.9	
9	Spectrogram 1	1	54.224740322	54.433738328	182.9	975.3	0.209	792.4	-48.6	
10	Spectrogram 1	1	54.504137656	54.858334277	52.2	966.6	0.354	914.4	-40.1	
11	Spectrogram 1	1	56.177753441	56.564949747	69.7	1245.3	0.387	1175.6	-57.6	
12	Spectrogram 1	1	56.837747144	57.288742841	26.1	1184.3	0.451	1158.2	-52.8	
13	Spectrogram 1	1	59.982152560	60.327549264	78.4	1010.2	0.345	931.8	-53.6	
14	Spectrogram 1	1	60.369348865	60.835744415	52.2	1045.0	0.466	992.7	-49.9	
15	Spectrogram 1	1	61.682736334	61.944533836	104.5	870.8	0.262	766.3	-59.7	
16	Spectrogram 1	1	62.962552518	63.307949222	26.1	853.4	0.345	827.3	-47.7	
17	Spectrogram 1	1	63.438245259	63.774259196	121.9	792.4	0.336	670.5	-49.7	
18	Spectrogram 1	1	63.923598723	64.150719254	95.8	914.4	0.227	818.6	-51.2	
19	Spectrogram 1	1	66.879932192	67.187944968	78.4	1001.4	0.308	923.1	-50.3	
20	Spectrogram 1	1	67.741745715	68.118205773	156.7	1071.1	0.376	914.4	-53.7	
21	Spectrogram 1	1	69.499596400	69.941392502	78.4	1062.4	0.442	984.0	-57.0	
22	Spectrogram 1	1	71.419231574	71.717910629	61.0	923.1	0.299	862.1	-47.5	
23	Spectrogram 1	1	72.433495863	72.834845843	52.2	1071.1	0.401	1018.9	-51.8	
24	Spectrogram 1	1	74.180351603	74.283022528	52.2	653.1	0.103	600.9	-47.0	
25	Spectrogram 1	1	75.390624022	75.661301915	113.2	687.9	0.271	574.7	-44.3	
26	Spectrogram 1	1	75.720415478	76.040873214	87.1	853.4	0.320	766.3	-47.3	
27	Spectrogram 1	1	76.233770103	76.666232484	104.5	809.9	0.432	705.4	-50.9	
28	Spectrogram 1	1	76.940021618	77.344482837	61.0	879.5	0.404	818.6	-54.1	
29	Spectrogram 1	1	77.696052975	77.988509549	113.2	836.0	0.292	722.8	-45.5	
30	Spectrogram 1	1	78.246742481	78.486307973	130.6	931.8	0.240	801.2	-48.7	
31	Spectrogram 1	1	78.523642855	78.797431988	113.2	635.7	0.274	522.5	-48.4	
32	Spectrogram 1	1	79.061887401	79.345010255	104.5	879.5	0.283	775.0	-47.1	
33	Spectrogram 1	1	79.201893208	79.519239704	69.7	914.4	0.317	844.7	-47.2	
34	Spectrogram 1	1	80.361405277	80.551190926	113.2	757.6	0.190	644.4	-52.3	
