Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.321037489	1.066832271	194.0	2091.1	0.746	1897.1	-60.5	
2	Spectrogram 1	1	4.440195426	5.279831936	172.5	2026.5	0.840	1854.0	-59.2	
3	Spectrogram 1	1	46.953706993	47.526635435	150.9	1379.7	0.573	1228.8	-61.2	
4	Spectrogram 1	1	47.684684660	48.331698677	118.6	1455.2	0.647	1336.6	-60.4	
5	Spectrogram 1	1	48.662614242	49.245420761	86.2	1325.8	0.583	1239.6	-62.7	
6	Spectrogram 1	1	52.124967712	52.925091915	86.2	2414.5	0.800	2328.3	-44.2	
7	Spectrogram 1	1	60.204261947	60.436396747	161.7	1164.1	0.232	1002.5	-48.5	
8	Spectrogram 1	1	60.545055590	60.871032117	150.9	1239.6	0.326	1088.7	-54.7	
9	Spectrogram 1	1	67.382099115	67.752526987	107.8	1024.0	0.370	916.2	-58.7	
10	Spectrogram 1	1	70.123265368	70.385034397	97.0	840.8	0.262	743.8	-63.8	
11	Spectrogram 1	1	66.814109711	66.942524707	86.2	646.7	0.128	560.5	-66.6	
12	Spectrogram 1	1	81.513996201	81.988143877	86.2	1325.8	0.474	1239.6	-54.0	
13	Spectrogram 1	1	84.828090896	85.302238572	86.2	1034.8	0.474	948.6	-55.8	
14	Spectrogram 1	1	92.188614841	92.726970015	64.7	1034.8	0.538	970.1	-53.3	
15	Spectrogram 1	1	93.680204406	93.887644014	97.0	743.8	0.207	646.7	-66.1	
16	Spectrogram 1	1	95.615312313	96.099338066	75.5	927.0	0.484	851.5	-50.9	
17	Spectrogram 1	1	96.178362678	96.509278244	53.9	1013.2	0.331	959.3	-51.5	
18	Spectrogram 1	1	98.653154040	99.097667487	75.5	1261.2	0.445	1185.7	-59.6	
