Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	3.612365533	4.096360915	113.2	1994.2	0.484	1881.0	-49.7	
2	Spectrogram 1	1	27.037234549	27.525629889	110.8	2401.5	0.488	2290.6	-63.1	
3	Spectrogram 1	1	29.008415741	29.316412802	184.7	1785.7	0.308	1601.0	-57.5	
4	Spectrogram 1	1	29.945606799	30.517601341	61.6	2044.3	0.572	1982.8	-59.5	
5	Spectrogram 1	1	31.900819897	32.094418050	123.2	1637.9	0.194	1514.8	-53.6	
6	Spectrogram 1	1	34.682021451	34.822820107	135.5	1416.3	0.141	1280.8	-58.8	
7	Spectrogram 1	1	35.465213978	35.949209360	197.0	1674.9	0.484	1477.8	-52.0	
8	Spectrogram 1	1	36.785201383	37.084398529	98.5	1379.3	0.299	1280.8	-56.4	
9	Spectrogram 1	1	38.336818638	38.644815699	184.7	1601.0	0.308	1416.3	-50.6	
10	Spectrogram 1	1	40.162801215	40.545597563	147.8	1305.4	0.383	1157.6	-50.1	
11	Spectrogram 1	1	40.585197185	40.844794708	135.5	1539.4	0.260	1403.9	-51.8	
12	Spectrogram 1	1	41.596826614	42.006022710	147.8	1601.0	0.409	1453.2	-57.5	
13	Spectrogram 1	1	42.573617294	42.767215447	160.1	1440.9	0.194	1280.8	-51.0	
14	Spectrogram 1	1	43.009213138	43.141211879	172.4	886.7	0.132	714.3	-61.6	
15	Spectrogram 1	1	43.167611627	43.392009486	86.2	1367.0	0.224	1280.8	-45.2	
16	Spectrogram 1	1	43.480008646	43.656006967	73.9	812.8	0.176	738.9	-43.3	
17	Spectrogram 1	1	43.647207051	43.827605330	110.8	1009.9	0.180	899.0	-46.7	
18	Spectrogram 1	1	43.774805833	43.990403776	197.0	1071.4	0.216	874.4	-45.8	
19	Spectrogram 1	1	44.126802475	44.421599662	160.1	1416.3	0.295	1256.2	-47.9	
20	Spectrogram 1	1	44.848395590	45.006794079	0.0	899.0	0.158	899.0	-43.4	
21	Spectrogram 1	1	44.914394960	45.094793239	36.9	899.0	0.180	862.1	-40.9	
22	Spectrogram 1	1	44.989194247	45.147592735	86.2	812.8	0.158	726.6	-41.5	
23	Spectrogram 1	1	45.890821367	46.203218386	123.2	1477.8	0.312	1354.7	-52.1	
24	Spectrogram 1	1	46.352816959	46.498015573	135.5	1256.2	0.145	1120.7	-46.0	
25	Spectrogram 1	1	46.396816539	46.581614775	197.0	1280.8	0.185	1083.7	-45.4	
26	Spectrogram 1	1	46.458415951	46.638814230	172.4	1034.5	0.180	862.1	-46.3	
27	Spectrogram 1	1	47.347207471	47.584805204	160.1	1539.4	0.238	1379.3	-53.6	
28	Spectrogram 1	1	48.297598403	48.548396010	0.0	1145.3	0.251	1145.3	-45.0	
29	Spectrogram 1	1	49.562018092	49.685216917	61.6	849.8	0.123	788.2	-43.9	
30	Spectrogram 1	1	49.663217126	49.812815699	110.8	812.8	0.150	702.0	-40.5	
31	Spectrogram 1	1	51.014004238	51.348401048	110.8	1206.9	0.334	1096.1	-51.3	
32	Spectrogram 1	1	51.726797437	51.836796388	98.5	886.7	0.110	788.2	-43.7	
33	Spectrogram 1	1	51.849996262	52.034794498	160.1	1280.8	0.185	1120.7	-50.1	
34	Spectrogram 1	1	52.241231610	52.518428965	234.0	1071.4	0.277	837.4	-44.9	
35	Spectrogram 1	1	52.874825565	53.006824305	98.5	886.7	0.132	788.2	-51.1	
36	Spectrogram 1	1	53.178422668	53.407220485	61.6	1280.8	0.229	1219.2	-45.7	
37	Spectrogram 1	1	53.372020821	53.605218596	110.8	1293.1	0.233	1182.3	-44.2	
38	Spectrogram 1	1	53.693217756	53.900015783	73.9	1243.8	0.207	1170.0	-48.7	
39	Spectrogram 1	1	54.453634927	54.730832282	197.0	1206.9	0.277	1009.9	-53.8	
40	Spectrogram 1	1	55.619623802	55.923220905	123.2	1367.0	0.304	1243.8	-53.5	
41	Spectrogram 1	1	58.137616875	58.340014943	98.5	1367.0	0.202	1268.5	-44.0	
42	Spectrogram 1	1	58.172816539	58.375214608	110.8	849.8	0.202	738.9	-42.8	
43	Spectrogram 1	1	60.082398319	60.319996052	172.4	1342.4	0.238	1170.0	-48.1	
44	Spectrogram 1	1	61.020017462	61.297214817	36.9	1170.0	0.277	1133.0	-49.7	
45	Spectrogram 1	1	61.939608688	62.133206841	110.8	899.0	0.194	788.2	-44.0	
46	Spectrogram 1	1	63.603220905	63.854018512	147.8	1083.7	0.251	936.0	-48.9	
47	Spectrogram 1	1	63.818818848	64.003617084	209.4	1071.4	0.185	862.1	-49.3	
48	Spectrogram 1	1	64.263214608	64.492012425	98.5	1219.2	0.229	1120.7	-47.1	
49	Spectrogram 1	1	65.297204742	65.438003398	110.8	1034.5	0.141	923.6	-45.7	
50	Spectrogram 1	1	66.207996052	66.489593365	258.6	1219.2	0.282	960.6	-44.7	
51	Spectrogram 1	1	66.856421618	67.098419309	160.1	1182.3	0.242	1022.2	-54.7	
52	Spectrogram 1	1	67.309617294	67.468015783	221.7	1539.4	0.158	1317.7	-49.9	
53	Spectrogram 1	1	67.622014314	67.864012005	246.3	960.6	0.242	714.3	-49.0	
54	Spectrogram 1	1	67.877211879	68.141209360	98.5	837.4	0.264	738.9	-39.1	
55	Spectrogram 1	1	68.220408604	68.484406085	283.3	1588.7	0.264	1305.4	-52.1	
56	Spectrogram 1	1	74.000017882	74.338814650	98.5	1699.5	0.339	1601.0	-58.4	
57	Spectrogram 1	1	78.737251761	78.886850334	160.1	997.5	0.150	837.4	-71.9
