Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.459881329	36.705765042	74.1	864.2	0.246	790.1	-68.1	
2	Spectrogram 1	1	40.419903229	40.661473192	37.0	506.2	0.242	469.1	-65.7	
3	Spectrogram 1	1	46.999368943	47.534273862	123.5	1395.1	0.535	1271.6	-60.0	
4	Spectrogram 1	1	47.636961048	47.964805998	86.4	740.7	0.328	654.3	-56.8	
5	Spectrogram 1	1	56.678641847	56.974519144	52.4	925.3	0.296	873.0	-53.5	
6	Spectrogram 1	1	59.039038343	59.316613951	43.6	619.8	0.278	576.2	-45.9	
7	Spectrogram 1	1	60.231698376	60.536726517	69.8	750.8	0.305	680.9	-52.8	
8	Spectrogram 1	1	60.858189539	61.233374153	69.8	803.1	0.375	733.3	-52.4	
9	Spectrogram 1	1	63.662364915	63.888085740	34.9	515.1	0.226	480.1	-48.8	
10	Spectrogram 1	1	65.350516017	65.570136279	69.8	715.8	0.220	646.0	-53.6	
11	Spectrogram 1	1	67.737216781	67.889730851	87.3	558.7	0.153	471.4	-41.4	
12	Spectrogram 1	1	67.795172128	67.972088450	43.6	619.8	0.177	576.2	-42.9	
13	Spectrogram 1	1	68.618748110	68.905474563	52.4	916.6	0.287	864.2	-47.8	
14	Spectrogram 1	1	69.247106081	69.555184504	104.8	733.3	0.308	628.5	-53.4	
15	Spectrogram 1	1	69.539933097	69.750402515	43.6	768.2	0.210	724.6	-51.5	
16	Spectrogram 1	1	71.587890607	71.926471844	52.4	890.4	0.339	838.1	-54.2	
17	Spectrogram 1	1	86.756341252	87.012564890	61.1	794.4	0.256	733.3	-52.4	
18	Spectrogram 1	1	89.288342530	89.648275736	78.6	768.2	0.360	689.6	-53.2	
19	Spectrogram 1	1	93.468644036	93.758420770	69.8	785.7	0.290	715.8	-52.5	
20	Spectrogram 1	1	102.166285510	102.388956053	34.9	672.2	0.223	637.3	-49.7	
21	Spectrogram 1	1	103.224014616	103.474137692	113.5	811.9	0.250	698.4	-51.3	
22	Spectrogram 1	1	112.248762136	112.773385831	366.6	1283.3	0.525	916.6	-58.7	
