Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	9.117355996	9.501279688	197.5	1000.0	0.384	802.5	-54.3	
2	Spectrogram 1	1	28.055686705	28.629415368	49.4	864.2	0.574	814.8	-47.8	
3	Spectrogram 1	1	47.838668666	48.037101136	55.6	567.9	0.198	512.3	-56.9	
4	Spectrogram 1	1	48.718673533	48.968870995	61.7	524.7	0.250	463.0	-44.2	
5	Spectrogram 1	1	50.722718658	50.890954883	98.8	611.1	0.168	512.3	-41.3	
6	Spectrogram 1	1	52.364091243	52.568994337	123.5	580.2	0.205	456.8	-42.6	
7	Spectrogram 1	1	52.786838679	53.013310520	166.7	567.9	0.226	401.2	-47.4	
8	Spectrogram 1	1	52.952918029	53.194487992	86.4	598.8	0.242	512.3	-48.1	
9	Spectrogram 1	1	55.492910503	55.829382952	117.3	938.3	0.336	821.0	-44.2	
10	Spectrogram 1	1	62.177814274	62.449580483	111.1	697.5	0.272	586.4	-50.2	
11	Spectrogram 1	1	63.148674956	63.282401185	216.0	574.1	0.134	358.0	-53.8	
12	Spectrogram 1	1	73.961450656	74.282824982	111.1	617.3	0.321	506.2	-62.1	
13	Spectrogram 1	1	75.658911023	75.982442224	191.4	722.2	0.324	530.9	-41.9	
14	Spectrogram 1	1	76.666514882	76.882202350	43.2	740.7	0.216	697.5	-50.3	
15	Spectrogram 1	1	84.660999334	84.896098674	154.3	666.7	0.235	512.3	-59.4	
16	Spectrogram 1	1	86.240233047	86.581019245	49.4	648.1	0.341	598.8	-53.8	
17	Spectrogram 1	1	95.318305306	95.437266281	104.8	532.5	0.119	427.8	-53.7	
18	Spectrogram 1	1	95.492171347	95.754495548	78.6	550.0	0.262	471.4	-50.5	
19	Spectrogram 1	1	95.638584854	95.888707930	130.9	602.4	0.250	471.4	-47.4	
20	Spectrogram 1	1	122.310236543	123.240572374	122.2	1754.7	0.930	1632.5	-56.5	
