Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	4.908742135	5.180508343	34.9	523.8	0.272	488.9	-54.1	
2	Spectrogram 1	1	45.655593925	45.888536390	61.1	584.9	0.233	523.8	-69.3	
3	Spectrogram 1	1	78.528165453	78.817186659	61.1	672.2	0.289	611.1	-51.5	
4	Spectrogram 1	1	79.876172906	80.139311617	122.2	672.2	0.263	550.0	-47.3	
5	Spectrogram 1	1	79.220483006	79.388719230	43.6	576.2	0.168	532.5	-56.0	
6	Spectrogram 1	1	80.937355246	81.295396441	69.8	698.4	0.358	628.5	-55.2	
7	Spectrogram 1	1	87.925246194	88.214267400	26.2	724.6	0.289	698.4	-49.3	
8	Spectrogram 1	1	88.434268617	88.706034825	61.1	576.2	0.272	515.1	-51.3	
9	Spectrogram 1	1	89.046821024	89.249567243	174.6	637.3	0.203	462.7	-48.6	
10	Spectrogram 1	1	106.802430906	107.022432123	96.0	515.1	0.220	419.0	-63.0	
