Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	31.022592386	31.566124804	202.8	1172.6	0.544	969.8	-56.4	
2	Spectrogram 1	1	38.722911002	38.951539717	123.4	661.3	0.229	537.8	-63.3	
3	Spectrogram 1	1	44.162367111	44.680017033	114.6	1542.9	0.518	1428.3	-51.8	
4	Spectrogram 1	1	48.462917085	48.915860767	97.0	1498.9	0.453	1401.9	-61.8	
5	Spectrogram 1	1	50.317829304	50.813910479	105.8	1102.1	0.496	996.3	-54.7	
6	Spectrogram 1	1	60.238917085	60.523624542	123.4	1384.2	0.285	1260.8	-47.1	
7	Spectrogram 1	1	68.004800798	68.509509472	167.5	1604.7	0.505	1437.1	-50.8	
8	Spectrogram 1	1	75.569112114	76.173037023	105.8	1331.3	0.604	1225.5	-58.5	
9	Spectrogram 1	1	76.328331999	76.462058229	70.5	1269.6	0.134	1199.1	-53.3	
10	Spectrogram 1	1	82.464487049	83.150373195	35.3	1472.4	0.686	1437.1	-51.2	
11	Spectrogram 1	1	83.505211178	83.824428629	167.5	996.3	0.319	828.8	-57.7	
12	Spectrogram 1	1	92.717037023	93.152725706	88.2	1604.7	0.436	1516.5	-49.7	
13	Spectrogram 1	1	96.898983510	97.257024706	35.3	661.3	0.358	626.0	-45.2	
14	Spectrogram 1	1	107.778993243	108.318211911	158.7	1825.1	0.539	1666.4	-58.1	
