Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	37.346076138	38.157684236	122.9	1621.6	0.812	1498.8	-60.8	
2	Spectrogram 1	1	47.838932220	48.825930203	147.4	1466.0	0.987	1318.6	-65.3	
3	Spectrogram 1	1	77.521014429	77.902745356	106.5	794.4	0.382	688.0	-62.9	
4	Spectrogram 1	1	78.415158943	78.508012412	65.5	720.7	0.093	655.2	-49.1	
5	Spectrogram 1	1	78.972279756	79.027304034	32.8	663.4	0.055	630.6	-45.9	
6	Spectrogram 1	1	92.416859073	92.991174973	114.7	1752.7	0.574	1638.0	-61.8	
7	Spectrogram 1	1	95.584194066	96.244485400	81.9	1834.6	0.660	1752.7	-51.3	
8	Spectrogram 1	1	102.971290456	103.889508092	81.9	1621.6	0.918	1539.7	-61.3	
9	Spectrogram 1	1	105.853187007	106.582258688	229.3	1777.2	0.729	1547.9	-52.5	
10	Spectrogram 1	1	116.136126712	117.205661113	147.4	1613.4	1.070	1466.0	-48.9	
