Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	9.873264698	10.507723232	167.1	1591.9	0.634	1424.8	-56.1	
2	Spectrogram 1	1	14.028236255	14.668795352	158.3	1459.9	0.641	1301.6	-48.6	
3	Spectrogram 1	1	32.864497719	33.416598655	114.3	1310.4	0.552	1196.1	-58.6	
4	Spectrogram 1	1	33.352542745	33.925995651	35.2	1275.3	0.573	1240.1	-59.5	
5	Spectrogram 1	1	35.231107734	35.871666831	79.2	1266.5	0.641	1187.3	-59.4	
6	Spectrogram 1	1	39.099641892	39.444323692	79.2	589.3	0.345	510.1	-70.6	
7	Spectrogram 1	1	43.275085221	43.546560267	96.7	985.0	0.271	888.3	-59.1	
8	Spectrogram 1	1	46.563375653	46.898906609	61.6	721.2	0.336	659.6	-54.0	
9	Spectrogram 1	1	50.005397793	50.316526497	149.5	1090.6	0.311	941.1	-54.0	
10	Spectrogram 1	1	49.596660083	49.752224435	131.9	562.9	0.156	430.9	-60.2	
11	Spectrogram 1	1	51.448180902	51.835566642	140.7	1266.5	0.387	1125.7	-57.1	
12	Spectrogram 1	1	52.488594037	52.787521615	149.5	721.2	0.299	571.7	-55.8	
13	Spectrogram 1	1	53.839868704	54.025935870	79.2	1020.2	0.186	941.1	-53.9	
14	Spectrogram 1	1	55.427990660	55.995343003	61.6	949.8	0.567	888.3	-56.1	
15	Spectrogram 1	1	56.629801537	56.843321236	87.9	554.1	0.214	466.1	-59.1	
16	Spectrogram 1	1	57.894593664	58.342985031	123.1	1020.2	0.448	897.1	-57.8	
17	Spectrogram 1	1	58.785275837	59.026248068	44.0	703.6	0.241	659.6	-52.4	
18	Spectrogram 1	1	58.861532872	59.078102852	61.6	571.7	0.217	510.1	-49.8	
19	Spectrogram 1	1	59.133007918	59.267220300	70.4	809.1	0.134	738.8	-51.6	
20	Spectrogram 1	1	61.370168899	61.595889724	79.2	932.3	0.226	853.1	-53.0	
21	Spectrogram 1	1	64.099431563	64.291599292	70.4	985.0	0.192	914.7	-54.4	
22	Spectrogram 1	1	65.054169646	65.301242440	87.9	976.2	0.247	888.3	-52.3	
23	Spectrogram 1	1	66.051611668	66.295634181	123.1	976.2	0.244	853.1	-54.3	
24	Spectrogram 1	1	66.313935870	66.469500222	149.5	554.1	0.156	404.6	-53.5	
25	Spectrogram 1	1	66.657207551	66.995788788	87.9	703.6	0.339	615.6	-51.6	
26	Spectrogram 1	1	67.438079593	67.852917865	70.4	879.5	0.415	809.1	-55.1	
27	Spectrogram 1	1	68.472124992	68.853410169	96.7	905.9	0.381	809.1	-48.7	
28	Spectrogram 1	1	68.719197787	68.923566642	79.2	1002.6	0.204	923.5	-45.7	
29	Spectrogram 1	1	67.935275463	68.203700228	96.7	923.5	0.268	826.7	-59.3	
30	Spectrogram 1	1	69.772638317	70.138672086	87.9	747.6	0.366	659.6	-48.8	
31	Spectrogram 1	1	71.200170019	71.532650693	70.4	1240.1	0.332	1169.7	-54.5	
32	Spectrogram 1	1	71.932237558	72.081701348	52.8	686.0	0.149	633.2	-50.6	
33	Spectrogram 1	1	72.789230064	72.950894979	114.3	703.6	0.162	589.3	-49.6	
34	Spectrogram 1	1	73.225420306	73.512146759	105.5	580.5	0.287	474.9	-46.5	
35	Spectrogram 1	1	73.432839442	73.618906609	52.8	721.2	0.186	668.4	-44.6	
36	Spectrogram 1	1	74.015443193	74.244214299	105.5	879.5	0.229	773.9	-50.8	
37	Spectrogram 1	1	74.692605667	74.842069456	61.6	747.6	0.149	686.0	-45.2	
38	Spectrogram 1	1	74.860371144	75.098293095	87.9	615.6	0.238	527.7	-47.4	
39	Spectrogram 1	1	75.821414453	76.089839218	70.4	527.7	0.268	457.3	-46.6	
40	Spectrogram 1	1	76.501627209	76.678543531	35.2	747.6	0.177	712.4	-49.3	
41	Spectrogram 1	1	76.748700004	77.004923642	35.2	562.9	0.256	527.7	-46.2	
42	Spectrogram 1	1	75.302866613	75.559090252	96.7	580.5	0.256	483.7	-46.2	
43	Spectrogram 1	1	77.551129501	77.831755391	149.5	633.2	0.281	483.7	-50.8	
44	Spectrogram 1	1	77.923263834	78.228291975	70.4	589.3	0.305	518.9	-45.8	
45	Spectrogram 1	1	79.311141877	79.552114109	70.4	879.5	0.241	809.1	-48.5	
46	Spectrogram 1	1	80.314684463	80.415343749	96.7	545.3	0.101	448.5	-54.8	
47	Spectrogram 1	1	80.831275463	80.938035313	114.3	668.4	0.107	554.1	-43.8	
48	Spectrogram 1	1	81.816516360	82.020885215	44.0	606.8	0.204	562.9	-44.6	
49	Spectrogram 1	1	82.246606040	82.515030804	87.9	492.5	0.268	404.6	-47.3	
50	Spectrogram 1	1	82.551634181	82.722449941	149.5	598.1	0.171	448.5	-45.7	
51	Spectrogram 1	1	83.054191412	83.258560267	158.3	580.5	0.204	422.2	-44.1	
52	Spectrogram 1	1	83.423275463	83.591040941	123.1	712.4	0.168	589.3	-44.2	
53	Spectrogram 1	1	83.819812047	83.874717113	158.3	773.9	0.055	615.6	-44.4	
54	Spectrogram 1	1	83.944873585	84.167544129	87.9	659.6	0.223	571.7	-46.2	
55	Spectrogram 1	1	84.262102852	84.500024803	114.3	536.5	0.238	422.2	-45.2	
56	Spectrogram 1	1	85.949666458	86.187588408	96.7	580.5	0.238	483.7	-47.0	
57	Spectrogram 1	1	86.053376026	86.288247695	105.5	554.1	0.235	448.5	-46.7	
58	Spectrogram 1	1	86.257744881	86.483465706	114.3	598.1	0.226	483.7	-47.0	
59	Spectrogram 1	1	86.623778651	86.803745254	87.9	677.2	0.180	589.3	-47.5	
60	Spectrogram 1	1	86.617678088	86.703085968	61.6	949.8	0.085	888.3	-48.7	
61	Spectrogram 1	1	86.992862702	87.282639436	44.0	650.8	0.290	606.8	-49.9	
62	Spectrogram 1	1	87.605969266	87.965902473	175.9	923.5	0.360	747.6	-49.0	
63	Spectrogram 1	1	87.703578272	88.014706976	87.9	721.2	0.311	633.2	-48.0	
64	Spectrogram 1	1	88.262804926	88.409218434	70.4	730.0	0.146	659.6	-42.3	
65	Spectrogram 1	1	88.314659710	88.448872092	87.9	730.0	0.134	642.0	-42.1	
66	Spectrogram 1	1	89.000973028	89.272448074	140.7	791.5	0.271	650.8	-48.1	
67	Spectrogram 1	1	89.150436818	89.440213552	52.8	686.0	0.290	633.2	-46.0	
68	Spectrogram 1	1	90.126526870	90.391901354	140.7	756.4	0.265	615.6	-50.2	
69	Spectrogram 1	1	90.349197414	90.611521615	79.2	747.6	0.262	668.4	-45.6	
70	Spectrogram 1	1	90.608471334	90.815890470	105.5	712.4	0.207	606.8	-48.4	
71	Spectrogram 1	1	90.843343003	90.998907355	87.9	554.1	0.156	466.1	-40.5	
72	Spectrogram 1	1	91.056862702	91.242929868	79.2	633.2	0.186	554.1	-40.7	
73	Spectrogram 1	1	91.261231557	91.425946753	87.9	703.6	0.165	615.6	-46.2	
74	Spectrogram 1	1	91.715723488	91.913991780	96.7	562.9	0.198	466.1	-44.6	
75	Spectrogram 1	1	92.325307740	92.486972655	79.2	659.6	0.162	580.5	-44.6	
76	Spectrogram 1	1	92.551028565	92.703542636	70.4	650.8	0.153	580.5	-44.0	
77	Spectrogram 1	1	92.758447701	92.862157269	123.1	554.1	0.104	430.9	-42.0	
78	Spectrogram 1	1	93.109230064	93.206839069	35.2	633.2	0.098	598.1	-45.0	
79	Spectrogram 1	1	93.441710738	93.722336628	114.3	624.4	0.281	510.1	-46.3	
80	Spectrogram 1	1	93.731487472	93.850448448	61.6	624.4	0.119	562.9	-44.2	
81	Spectrogram 1	1	93.838247322	94.027364770	96.7	527.7	0.189	430.9	-41.0	
82	Spectrogram 1	1	94.060917865	94.210381655	79.2	633.2	0.149	554.1	-43.8	
83	Spectrogram 1	1	94.573365143	94.789935123	70.4	413.4	0.217	343.0	-43.3	
84	Spectrogram 1	1	94.905845817	95.024806792	61.6	510.1	0.119	448.5	-40.4	
85	Spectrogram 1	1	95.903287840	95.979544875	79.2	448.5	0.076	369.4	-40.8	
86	Spectrogram 1	1	101.119163644	101.283878840	79.2	659.6	0.165	580.5	-44.5	
87	Spectrogram 1	1	101.366236439	101.521800791	211.1	589.3	0.156	378.2	-44.8	
