Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	34.043688944	34.449181383	149.5	1451.2	0.405	1301.6	-61.7	
2	Spectrogram 1	1	35.186832521	35.782129931	105.5	1451.2	0.595	1345.6	-57.5	
3	Spectrogram 1	1	39.069101425	39.604006344	87.9	1380.8	0.535	1292.8	-59.4	
4	Spectrogram 1	1	40.320088735	41.023229878	175.9	1459.9	0.703	1284.0	-54.7	
5	Spectrogram 1	1	44.753572657	45.249653832	105.5	1169.7	0.496	1064.2	-58.2	
6	Spectrogram 1	1	47.037416391	47.753498782	158.3	2093.2	0.716	1934.9	-61.3	
7	Spectrogram 1	1	48.435071179	48.749974881	96.7	1618.3	0.315	1521.5	-59.9	
8	Spectrogram 1	1	49.439611419	49.827848861	79.2	1046.6	0.388	967.4	-55.9	
9	Spectrogram 1	1	49.892555101	50.177262558	228.7	1108.2	0.285	879.5	-50.1	
10	Spectrogram 1	1	50.211772552	50.690598730	167.1	1169.7	0.479	1002.6	-53.4	
11	Spectrogram 1	1	54.433176516	55.097493916	105.5	1530.3	0.664	1424.8	-55.5	
12	Spectrogram 1	1	55.459848861	56.098283764	193.5	1706.2	0.638	1512.7	-57.0	
13	Spectrogram 1	1	57.230432730	57.532395184	149.5	835.5	0.302	686.0	-50.1	
14	Spectrogram 1	1	57.282197722	57.472002694	96.7	562.9	0.190	466.1	-46.9	
15	Spectrogram 1	1	57.842985137	58.106123847	44.0	703.6	0.263	659.6	-49.9	
16	Spectrogram 1	1	58.421027550	58.731617503	96.7	624.4	0.311	527.7	-49.5	
17	Spectrogram 1	1	60.105489049	60.700786459	79.2	1231.3	0.595	1152.1	-56.3	
18	Spectrogram 1	1	60.536863984	60.942356422	35.2	817.9	0.405	782.7	-49.7	
19	Spectrogram 1	1	60.886277681	61.347848861	140.7	897.1	0.462	756.4	-54.1	
20	Spectrogram 1	1	61.684321310	62.033735007	96.7	800.3	0.349	703.6	-51.4	
21	Spectrogram 1	1	62.163147487	62.447854944	290.2	1081.8	0.285	791.5	-54.0	
22	Spectrogram 1	1	62.705963931	63.176162610	79.2	606.8	0.470	527.7	-46.9	
23	Spectrogram 1	1	63.322830088	63.598910046	80.8	485.1	0.276	404.2	-44.4	
24	Spectrogram 1	1	63.956951242	64.112246218	68.4	597.0	0.155	528.6	-45.7	
25	Spectrogram 1	1	64.146756213	64.310678688	118.2	677.9	0.164	559.7	-42.8	
26	Spectrogram 1	1	64.347640083	64.463550777	130.6	690.3	0.116	559.7	-44.9	
27	Spectrogram 1	1	64.597763159	64.695372164	205.2	696.5	0.098	491.3	-41.4	
28	Spectrogram 1	1	65.549047216	65.701561287	68.4	665.4	0.153	597.0	-45.8	
29	Spectrogram 1	1	65.820522262	66.009639710	49.8	665.4	0.189	615.7	-48.4	
30	Spectrogram 1	1	66.104198434	66.271963911	68.4	609.5	0.168	541.0	-46.8	
31	Spectrogram 1	1	66.485483610	66.619695993	49.8	578.4	0.134	528.6	-40.2	
