Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	21.889226882	22.988379012	159.4	2058.0	1.099	1898.6	-59.7	
2	Spectrogram 1	1	26.699233325	28.075605239	194.7	2039.3	1.376	1844.6	-61.2	
3	Spectrogram 1	1	38.838751819	39.928176938	61.5	1885.6	1.089	1824.1	-62.1	
4	Spectrogram 1	1	53.110038656	53.396985451	123.0	1004.3	0.287	881.3	-46.2	
5	Spectrogram 1	1	53.309442361	53.771475335	0.0	953.1	0.462	953.1	-42.3	
6	Spectrogram 1	1	68.937851003	69.249115323	0.0	789.1	0.311	789.1	-64.1	
7	Spectrogram 1	1	75.542490789	75.882936139	41.0	809.6	0.340	768.6	-52.0	
8	Spectrogram 1	1	77.400349698	77.570572373	71.7	881.3	0.170	809.6	-53.0	
9	Spectrogram 1	1	77.512210313	77.765112573	92.2	573.9	0.253	481.7	-47.7	
10	Spectrogram 1	1	94.717072218	95.086698598	71.7	891.6	0.370	819.8	-56.2	
11	Spectrogram 1	1	96.526296078	96.891058952	82.0	789.1	0.365	707.1	-56.9	
12	Spectrogram 1	1	104.381467838	104.790021024	32.6	1731.9	0.409	1699.3	-62.5	
13	Spectrogram 1	1	105.378532162	105.590104348	79.7	847.8	0.212	768.1	-52.3	
