Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.312596626	3.102916188	103.9	1904.4	0.790	1800.6	-51.8	
2	Spectrogram 1	1	27.707520757	28.592678666	90.0	1627.4	0.885	1537.4	-51.9	
3	Spectrogram 1	1	46.152068410	46.407402422	69.3	671.7	0.255	602.5	-59.3	
4	Spectrogram 1	1	55.791442683	56.148910300	159.3	976.5	0.357	817.2	-48.2	
5	Spectrogram 1	1	68.834802021	69.189837885	124.7	838.0	0.355	713.3	-51.5	
6	Spectrogram 1	1	69.773458485	69.875592090	20.8	692.5	0.102	671.7	-47.7	
7	Spectrogram 1	1	70.860451852	71.023379269	62.3	747.9	0.163	685.6	-45.0	
8	Spectrogram 1	1	73.520976955	73.910057355	110.8	817.2	0.389	706.4	-54.0	
9	Spectrogram 1	1	79.539752259	79.748882974	55.4	685.6	0.209	630.2	-49.2	
10	Spectrogram 1	1	89.933886408	90.186788668	48.5	803.3	0.253	754.8	-65.4	
11	Spectrogram 1	1	96.243060991	96.549461806	159.3	1371.2	0.306	1211.9	-61.3	
12	Spectrogram 1	1	101.160460613	101.537382251	207.8	962.6	0.377	754.8	-59.7	
