Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	30.934503260	31.490976926	184.7	879.5	0.556	694.8	-51.5	
2	Spectrogram 1	1	31.245093213	31.663526900	114.3	650.8	0.418	536.5	-53.6	
3	Spectrogram 1	1	33.005102946	33.207849166	131.9	791.5	0.203	659.6	-53.8	
4	Spectrogram 1	1	34.041848063	34.788126699	167.1	1565.5	0.746	1398.4	-54.9	
5	Spectrogram 1	1	36.323821467	36.893236380	131.9	1275.3	0.569	1143.3	-66.1	
6	Spectrogram 1	1	38.213243680	38.635991116	149.5	1073.0	0.423	923.5	-55.4	
7	Spectrogram 1	1	40.668916816	40.927741777	123.1	580.5	0.259	457.3	-60.3	
8	Spectrogram 1	1	42.855987735	43.205401432	140.7	747.6	0.349	606.8	-54.0	
9	Spectrogram 1	1	44.968984339	45.232123049	96.7	633.2	0.263	536.5	-53.1	
10	Spectrogram 1	1	44.196823206	44.360745682	79.2	668.4	0.164	589.3	-55.5	
