Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	11.348371226	12.034179183	97.0	1315.8	0.686	1218.8	-54.5	
2	Spectrogram 1	1	32.004421190	32.346059840	83.2	773.7	0.342	690.5	-59.5	
3	Spectrogram 1	1	36.530706593	36.892590497	78.3	812.9	0.362	734.5	-61.1	
4	Spectrogram 1	1	40.640909556	41.028100027	78.3	812.9	0.387	734.5	-55.7	
5	Spectrogram 1	1	42.822335604	43.080462584	73.5	514.2	0.258	440.7	-52.1	
6	Spectrogram 1	1	43.151320971	43.442346487	156.7	749.2	0.291	592.5	-53.5	
7	Spectrogram 1	1	46.127229787	46.494175004	107.7	631.7	0.367	524.0	-58.1	
8	Spectrogram 1	1	47.169860334	47.240718721	161.6	700.3	0.071	538.7	-50.8	
9	Spectrogram 1	1	48.812377967	48.981931964	78.3	710.0	0.170	631.7	-51.9	
10	Spectrogram 1	1	50.219423074	50.523101874	68.6	602.3	0.304	533.8	-52.4	
11	Spectrogram 1	1	52.812872827	52.952058944	367.3	729.6	0.139	362.4	-47.1	
12	Spectrogram 1	1	54.490012300	54.677280894	122.4	592.5	0.187	470.1	-60.9	
13	Spectrogram 1	1	54.619075790	54.839242920	200.8	661.1	0.220	460.3	-56.0	
14	Spectrogram 1	1	55.532642847	55.750279321	63.7	538.7	0.218	475.0	-48.6	
15	Spectrogram 1	1	57.298057910	57.439774684	205.7	626.8	0.142	421.1	-50.8	
16	Spectrogram 1	1	57.950967331	58.006641777	200.8	656.2	0.056	455.4	-49.5	
17	Spectrogram 1	1	58.115460014	58.353341741	142.0	514.2	0.238	372.2	-50.4	
18	Spectrogram 1	1	59.120130711	59.259316828	88.1	572.9	0.139	484.8	-46.5	
19	Spectrogram 1	1	60.992022150	61.179290744	73.5	391.7	0.187	318.3	-53.9	
20	Spectrogram 1	1	61.247618474	61.384273934	63.7	401.5	0.137	337.9	-55.0	
21	Spectrogram 1	1	62.712868684	62.869769398	107.7	582.7	0.157	475.0	-48.1	
22	Spectrogram 1	1	65.499240817	65.709285320	107.7	543.6	0.210	435.8	-48.5	
23	Spectrogram 1	1	67.389641348	67.447846451	117.5	739.4	0.058	621.9	-52.2	
24	Spectrogram 1	1	68.304649487	68.631104197	93.0	563.1	0.326	470.1	-53.6	
25	Spectrogram 1	1	70.881630501	71.084083034	117.5	641.5	0.202	524.0	-53.5	
26	Spectrogram 1	1	71.919199734	72.030548628	68.6	548.4	0.111	479.9	-54.3	
27	Spectrogram 1	1	71.294127537	71.461150877	171.4	587.6	0.167	416.2	-59.3	
28	Spectrogram 1	1	72.108998984	72.544271931	73.5	881.4	0.435	808.0	-49.7	
29	Spectrogram 1	1	72.379779248	72.627783601	58.8	710.0	0.248	651.3	-46.9	
30	Spectrogram 1	1	73.192456374	73.599892097	34.3	705.1	0.407	670.9	-51.9	
31	Spectrogram 1	1	74.373430857	74.650114615	44.1	788.4	0.277	744.3	-55.8	
32	Spectrogram 1	1	74.755560014	74.950420577	205.7	739.4	0.195	533.8	-56.6	
33	Spectrogram 1	1	75.521506804	75.688530144	44.1	528.9	0.167	484.8	-57.6	
34	Spectrogram 1	1	76.047883391	76.242743954	78.3	690.5	0.195	612.1	-53.6	
35	Spectrogram 1	1	77.144695134	77.374984890	53.9	568.0	0.230	514.2	-50.8	
36	Spectrogram 1	1	77.848217687	78.027894311	68.6	577.8	0.180	509.3	-58.7	
37	Spectrogram 1	1	78.830112474	79.017381068	53.9	572.9	0.187	519.1	-47.7	
38	Spectrogram 1	1	79.030524656	79.245630473	127.3	577.8	0.215	450.5	-47.7	
39	Spectrogram 1	1	79.868172013	80.199688036	88.1	587.6	0.332	499.5	-52.1	
40	Spectrogram 1	1	80.503366836	80.776677757	29.4	602.3	0.273	572.9	-45.1	
41	Spectrogram 1	1	81.098071153	81.384035357	44.1	577.8	0.286	533.8	-48.7	
42	Spectrogram 1	1	83.947590561	84.147512438	68.6	568.0	0.200	499.5	-52.8	
43	Spectrogram 1	1	88.446316480	88.714566087	39.2	754.1	0.268	714.9	-62.2	
44	Spectrogram 1	1	89.726828754	90.068467404	63.7	759.0	0.342	695.4	-55.4	
45	Spectrogram 1	1	90.232960087	90.531577574	97.9	729.6	0.299	631.7	-54.3	
46	Spectrogram 1	1	90.736560764	90.951666581	63.7	656.2	0.215	592.5	-53.2	
47	Spectrogram 1	1	91.834865758	92.115768648	49.0	548.4	0.281	499.5	-52.0	
48	Spectrogram 1	1	93.298917797	93.483655734	88.1	587.6	0.185	499.5	-62.3	
49	Spectrogram 1	1	97.210922187	97.458926540	63.7	768.8	0.248	705.1	-51.7	
50	Spectrogram 1	1	101.834692171	102.128248344	53.9	984.3	0.294	930.4	-61.5	
51	Spectrogram 1	1	103.910791960	104.700356840	161.6	1547.4	0.790	1385.8	-51.7	
