Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	20.222789293	20.561586060	43.5	1071.1	0.339	1027.6	-59.4	
2	Spectrogram 1	1	28.851582072	29.943137252	78.4	1959.3	1.092	1881.0	-50.4	
4	Spectrogram 1	1	32.592024851	32.741623424	139.3	548.6	0.150	409.3	-64.3	
5	Spectrogram 1	1	39.393584381	39.626782156	43.5	1515.2	0.233	1471.7	-53.2	
6	Spectrogram 1	1	40.871163053	41.639639371	121.9	2168.3	0.768	2046.4	-50.0	
7	Spectrogram 1	1	50.448076202	51.238331200	87.1	1793.9	0.790	1706.8	-52.3	
8	Spectrogram 1	1	52.607202540	53.139224606	130.6	992.7	0.532	862.1	-55.1	
9	Spectrogram 1	1	55.058309134	55.328987028	61.0	757.6	0.271	696.7	-51.2	
10	Spectrogram 1	1	55.652827706	55.824426068	104.5	670.5	0.172	566.0	-54.0	
11	Spectrogram 1	1	57.901206253	58.288402559	61.0	583.5	0.387	522.5	-52.7	
12	Spectrogram 1	1	61.390372962	61.751169519	52.2	566.0	0.361	513.8	-51.6	
13	Spectrogram 1	1	61.632370653	61.918367924	43.5	566.0	0.286	522.5	-49.5	
14	Spectrogram 1	1	62.037166791	62.270364566	52.2	557.3	0.233	505.1	-43.2	
15	Spectrogram 1	1	63.440395842	63.902391434	113.2	862.1	0.462	748.9	-54.6	
16	Spectrogram 1	1	64.487585850	64.940781526	217.7	862.1	0.453	644.4	-51.2	
17	Spectrogram 1	1	66.194769561	66.586365825	87.1	862.1	0.392	775.0	-54.9	
18	Spectrogram 1	1	67.033185682	67.424781946	61.0	714.1	0.392	653.1	-56.6	
19	Spectrogram 1	1	71.920385766	72.206383037	235.1	801.2	0.286	566.0	-47.3	
20	Spectrogram 1	1	75.993185682	76.169184003	43.5	461.5	0.176	418.0	-61.1	
21	Spectrogram 1	1	76.842377580	77.128374851	52.2	862.1	0.286	809.9	-42.2	
22	Spectrogram 1	1	82.581183583	83.078378839	235.1	862.1	0.497	627.0	-49.0	
23	Spectrogram 1	1	92.639585011	93.004781526	113.2	661.8	0.365	548.6	-49.3	
24	Spectrogram 1	1	97.608415153	98.215177916	52.2	1166.9	0.607	1114.7	-50.4	
25	Spectrogram 1	1	105.745198277	106.035595506	0.0	635.7	0.290	635.7	-60.4	
26	Spectrogram 1	1	119.742391434	119.971189251	26.1	714.1	0.229	687.9	-62.3	
27	Spectrogram 1	1	120.776381568	121.467174977	87.1	1602.3	0.691	1515.2	-49.4	
28	Spectrogram 1	1	121.656373172	122.034769561	139.3	923.1	0.378	783.7	-56.5	
