Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.125098731	0.621179906	149.6	1147.1	0.496	997.5	-55.7	
2	Spectrogram 1	1	7.442746276	7.960396198	349.1	1733.2	0.518	1384.0	-58.0	
3	Spectrogram 1	1	12.501404535	13.157094436	112.2	1571.1	0.656	1458.9	-58.5	
4	Spectrogram 1	1	17.965692051	18.418635732	286.8	1558.6	0.453	1271.8	-72.2	
5	Spectrogram 1	1	21.170807815	21.645320243	112.2	1546.1	0.475	1433.9	-56.2	
6	Spectrogram 1	1	36.656094054	36.824330279	124.7	660.8	0.168	536.2	-60.0	
7	Spectrogram 1	1	44.942783013	45.098077990	49.9	423.9	0.155	374.1	-60.0	
8	Spectrogram 1	1	48.167505116	48.451181287	202.8	952.2	0.284	749.4	-45.3	
9	Spectrogram 1	1	53.540456975	53.885138774	61.7	1013.9	0.345	952.2	-53.2	
10	Spectrogram 1	1	56.176527546	56.652371447	220.4	1225.5	0.476	1005.1	-59.1	
11	Spectrogram 1	1	62.382400930	62.788088358	88.2	1322.5	0.406	1234.4	-54.7	
12	Spectrogram 1	1	64.793875602	65.150758527	61.7	546.6	0.357	484.9	-60.5	
13	Spectrogram 1	1	65.327674849	65.791317625	79.4	1313.7	0.464	1234.4	-55.9	
14	Spectrogram 1	1	67.907499096	68.105767388	123.4	1313.7	0.198	1190.3	-55.2	
15	Spectrogram 1	1	69.304527984	69.521097965	70.5	908.1	0.217	837.6	-52.1	
16	Spectrogram 1	1	78.667897060	79.082735332	246.9	1860.3	0.415	1613.5	-61.8	
17	Spectrogram 1	1	81.321641890	81.724279037	105.8	1075.6	0.403	969.8	-47.2	
18	Spectrogram 1	1	94.804275528	95.100152826	35.3	626.0	0.296	590.7	-49.2	
19	Spectrogram 1	1	95.588197852	95.688857139	52.9	343.9	0.101	291.0	-56.3	
20	Spectrogram 1	1	97.359135124	97.688565516	35.3	529.0	0.329	493.7	-50.6	
21	Spectrogram 1	1	100.144042055	100.272153875	49.9	436.4	0.128	386.5	-54.3	
22	Spectrogram 1	1	102.805639803	103.052712598	37.4	423.9	0.247	386.5	-51.8	
23	Spectrogram 1	1	108.719659729	109.097894625	87.3	1128.4	0.378	1041.1	-51.0	
24	Spectrogram 1	1	124.197372174	124.615260728	87.3	1047.4	0.418	960.1	-54.9	
25	Spectrogram 1	1	127.216069243	127.682762299	74.8	1384.0	0.467	1309.2	-57.5	
