Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.055264308	5.692773123	175.9	2436.2	0.638	2260.3	-57.3	
2	Spectrogram 1	1	12.322373223	12.972083165	158.3	2348.2	0.650	2189.9	-61.6	
3	Spectrogram 1	1	34.583884239	35.416611065	105.5	2348.2	0.833	2242.7	-57.9	
4	Spectrogram 1	1	37.237629070	37.667718749	105.5	932.3	0.430	826.7	-56.7	
5	Spectrogram 1	1	43.099614120	43.755424625	263.8	2594.5	0.656	2330.6	-57.9	
6	Spectrogram 1	1	52.385814126	52.651188609	114.3	1152.1	0.265	1037.8	-53.4	
7	Spectrogram 1	1	58.934731195	59.148250894	61.6	1029.0	0.214	967.4	-54.3	
8	Spectrogram 1	1	60.917414114	61.234643382	79.2	809.1	0.317	730.0	-51.4	
9	Spectrogram 1	1	67.151357085	67.404530442	17.6	870.7	0.253	853.1	-42.6	
10	Spectrogram 1	1	70.902339827	71.256172471	44.0	888.3	0.354	844.3	-65.4	
11	Spectrogram 1	1	73.439099303	74.070507556	175.9	1591.9	0.631	1416.0	-53.3	
12	Spectrogram 1	1	76.515758590	77.034306430	96.7	1134.5	0.519	1037.8	-55.5	
13	Spectrogram 1	1	77.125814873	77.494898924	87.9	1081.8	0.369	993.8	-49.4	
14	Spectrogram 1	1	77.205122190	77.446094421	87.9	633.2	0.241	545.3	-45.6	
15	Spectrogram 1	1	78.800419370	79.212207361	61.6	1046.6	0.412	985.0	-50.8	
16	Spectrogram 1	1	80.308339454	80.527959715	70.4	633.2	0.220	562.9	-61.6	
17	Spectrogram 1	1	84.076194984	84.359871156	167.1	1486.3	0.284	1319.2	-54.4	
18	Spectrogram 1	1	90.910707935	91.163881293	105.5	800.3	0.253	694.8	-60.4	
19	Spectrogram 1	1	91.288942831	91.676328570	52.8	870.7	0.387	817.9	-54.1	
20	Spectrogram 1	1	103.390105305	103.780541326	87.9	1108.2	0.390	1020.2	-58.0	
21	Spectrogram 1	1	106.249859153	106.673848269	131.9	1002.6	0.424	870.7	-59.9	
