Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.794235577	2.330734791	110.8	1371.2	0.536	1260.4	-58.3	
2	Spectrogram 1	1	16.670346381	17.437135352	159.3	1835.2	0.767	1675.9	-58.9	
3	Spectrogram 1	1	22.524870545	23.969875502	131.6	2160.7	1.445	2029.1	-58.0	
4	Spectrogram 1	1	48.130780468	48.629319831	97.0	893.4	0.499	796.4	-71.5	
5	Spectrogram 1	1	50.502005765	50.998014472	124.7	983.4	0.496	858.7	-59.7	
6	Spectrogram 1	1	61.361065871	61.550865121	76.2	630.2	0.190	554.0	-71.6	
7	Spectrogram 1	1	64.972312936	65.329135526	117.7	727.1	0.357	609.4	-62.0	
8	Spectrogram 1	1	65.779045311	66.406648165	207.8	1426.6	0.628	1218.8	-53.8	
9	Spectrogram 1	1	68.248527715	68.835640062	103.9	1038.8	0.587	934.9	-52.6	
10	Spectrogram 1	1	74.676842385	74.937500021	256.2	983.4	0.261	727.1	-47.3	
11	Spectrogram 1	1	79.025843025	79.316868542	90.0	948.8	0.291	858.7	-59.4	
12	Spectrogram 1	1	84.553864792	84.690520252	124.7	768.7	0.137	644.0	-55.1	
13	Spectrogram 1	1	91.885185388	92.231885352	138.5	741.0	0.347	602.5	-54.9	
14	Spectrogram 1	1	101.484460548	101.876712332	166.2	1253.5	0.392	1087.3	-48.0	
15	Spectrogram 1	1	124.725089924	125.610819758	76.2	1648.2	0.886	1572.0	-56.2	
